name,lat,lng,address,province,city,area,uid,tag1,tag2
连云区图书馆,34.747934136662735,119.347256,连云港市连云区阅海路连云港市海州湾小学北侧约50米,江苏省,连云港市,连云区,449a78d90b4116d6fc0eb0ff,教育培训,图书馆
图书馆藏,34.54477324411274,119.385074,连云港市连云区东方中路东辛农场中心小学(东方路)南侧,江苏省,连云港市,连云区,fcf2c74386da52ba1b94c617,购物,商铺
东海县少儿图书馆,34.52640970229579,118.769777,江苏省连云港市东海县利民东路12号,江苏省,连云港市,东海县,dffd4642aa9b99b23c9a5ed3,教育培训,图书馆
樊氏图书馆,34.52275868242234,118.712523,东海县牛山街道湖西村,江苏省,连云港市,东海县,368137b14a81f6c0d22dd688,教育培训,图书馆
邓演达文献馆,34.52246234962678,118.712552,江苏省东海县牛山街道湖西村白石岭,江苏省,连云港市,东海县,77e161656bd00121f703b853,教育培训,图书馆
东海县公共图书馆(山左口分馆),34.59594332876785,118.49339,连云港市东海县光明路东海县山左口乡人民政府东南侧约90米,江苏省,连云港市,东海县,0fd8a0ebc2cc98d22fb96d1c,教育培训,图书馆
24小时青少年自助图书馆,34.60441620331302,118.68448,连云港市东海县广场东路温泉镇政府东南侧约210米,江苏省,连云港市,东海县,719021d75d8047b0354aae53,教育培训,图书馆
灌南县图书馆(桥东分馆),34.09194296160144,119.363415,江苏省连云港市灌南县新东南路10号,江苏省,连云港市,灌南县,43bf92a3717fda362fe67bb3,教育培训,图书馆
贺龙国公共图书馆,34.22307466174196,119.572682,连云港市灌南县烟沪线灌南县田楼镇第一卫生院西南侧约230米,江苏省,连云港市,灌南县,eebe2cae72fc25b878f79694,教育培训,图书馆
连云港市图书馆,34.62034305405077,119.220524,江苏省连云港市海州区科苑中路6号,江苏省,连云港市,海州区,118b9b22409064ac32f71d52,教育培训,图书馆
海州区图书馆,34.545278928531474,119.211632,江苏省连云港市海州区迎宾大道海州规划展示馆,江苏省,连云港市,海州区,a9d3dd6cfc60e27c03ff2d2e,教育培训,图书馆
24小时自助图书馆,34.60667374822106,119.185209,江苏省连云港市海州区民主中路131号,江苏省,连云港市,海州区,b21f8169b60570d1d23ce3fa,教育培训,图书馆
连云港市少儿图书馆,34.60627637384274,119.185288,海州区市化路37号(九龙大酒店北侧),江苏省,连云港市,海州区,c7eca12b6188fc37e115f9d8,教育培训,图书馆
江苏海洋大学-图书馆,34.60530449357023,119.226777,苍梧路59号江苏海洋大学,江苏省,连云港市,海州区,341c35de9787e7bfe6073836,教育培训,图书馆
淮海工学院(通灌校区)图书馆,34.58899298052282,119.198833,新南街道通灌南路108号,江苏省,连云港市,海州区,41572e0014f045c9b55f1eb2,教育培训,图书馆
玉带社区-图书阅览室,34.57958436143577,119.189915,江苏省连云港市海州区海昌南路327号附近,江苏省,连云港市,海州区,c8aeb36f36b2e934b9df8fef,教育培训,图书馆
赣榆区图书馆,34.838697139829016,119.178519,青口镇黄海东路300号,江苏省,连云港市,赣榆区,7d5f3a0a67ff79352cb90859,教育培训,图书馆
灌云县图书馆,34.28612436501092,119.24915,建设中路6,江苏省,连云港市,灌云县,0a3acd5d72014ca92bb97c7a,教育培训,图书馆
蓓蕾公益图书馆,34.31478935265983,119.460584,连云港市灌云县农苏路与杨陡线交叉路口往南约180米,江苏省,连云港市,灌云县,b4aec1eace5cb334ca09f0ad,教育培训,图书馆
南通市图书馆,31.97940079807698,120.904037,南通市崇川区崇文路2号,江苏省,南通市,崇川区,718bca00149bb64c5fd4fecf,教育培训,图书馆
通州区图书馆,32.06721550317693,121.08397,南通市通州区朝霞路86号,江苏省,南通市,通州区,36e41551c52ad711c356ac54,教育培训,图书馆
如皋市图书馆,32.3737513436374,120.576466,南通市如皋市解放路如皋市人民政府西侧约170米,江苏省,南通市,如皋市,101bc61b21c636a3c42ba1dd,教育培训,图书馆
启东市图书馆,31.812535045353112,121.670928,江苏省南通市启东市民乐中路512号,江苏省,南通市,启东市,08fc93df0a5a35919b68b408,教育培训,图书馆
海安市图书馆,32.53460262684891,120.471693,江苏省南通市海安市中坝南路17号,江苏省,南通市,海安市,d7112e6d3f9999639122e0a8,教育培训,图书馆
如东县新图书馆,32.33606088131942,121.205611,南通市如东县解放路体育馆西南侧约290米,江苏省,南通市,如东县,69ccaca5e83b07f711882478,教育培训,图书馆
海门图书馆,31.89587930802587,121.182339,解放中路668号,江苏省,南通市,海门区,68e93579d06ae56215a190ec,教育培训,图书馆
南通市崇川区图书馆,32.00588494536133,120.904206,江苏省南通市崇川区外环东路26号,江苏省,南通市,崇川区,95c1fcde127fa3d10bb93a1d,教育培训,图书馆
南通市少儿图书馆大楼,31.979336036447627,120.904142,崇文路2号(市政府大楼南侧),江苏省,南通市,崇川区,4fa057b579be09876f4760b0,教育培训,图书馆
海门区文化中心图书馆,31.865197560534,121.192179,高新区长江路江海文化公园对面南通三建项目部,江苏省,南通市,海门区,4b2a048ebc7e271edb13189c,教育培训,图书馆
24小时自助图书馆,32.039298185819234,120.840556,南通市崇川区深南路南通万达华府,江苏省,南通市,崇川区,3142728c5cf1992b8bf15d4b,教育培训,图书馆
南通市少年儿童图书馆,31.97941200105403,120.903748,南通市崇川区江宁路南通国际贸易中心西北侧约270米,江苏省,南通市,崇川区,33f207083ea92b7d32870a84,教育培训,图书馆
泛书房,32.55490269295127,120.505089,迎宾路136号,江苏省,南通市,海安市,c917345207ba8ad4373a719b,教育培训,图书馆
南通大学图书馆,31.976057346737665,120.91534,啬园路9号南通大学,江苏省,南通市,崇川区,b9e5d0b8efe410bc81a12ec5,教育培训,图书馆
24小时自助图书馆,32.389161423071606,120.571117,南通市如皋市福成路安定广场,江苏省,南通市,如皋市,8185a3357670fad931f71d2c,教育培训,图书馆
享时尚图书馆,32.006150822027216,120.867576,青年中路173号回复文化生活空间内二楼(蓝天宾馆南),江苏省,南通市,崇川区,817b67bd8ebec32ca8f0cd9a,教育培训,图书馆
如皋市少年儿童图书馆,32.39278023714997,120.572133,中山路307号,江苏省,南通市,如皋市,3c05b939f80078762ad7ab48,教育培训,图书馆
南通大学(钟秀校区)-图书馆,32.020239445694735,120.911895,南通市崇川区通京大道南通大学(钟秀校区),江苏省,南通市,崇川区,48eb005829d5bfad2fe67bc7,教育培训,图书馆
南通大学启秀校区图书馆,32.01114396258469,120.877419,启秀路19号南通大学(启秀校区北区)内,江苏省,南通市,崇川区,850815e1459804e543e192d5,教育培训,图书馆
图书馆驿站(滨河广场店),31.896265304187683,121.169093,滨河廉政文化广场,江苏省,南通市,海门区,e65ad454fd41a0929222e083,教育培训,图书馆
华侨图书馆,32.0349502788038,120.907403,南通市崇川区钟秀中路128号淘宝城1号楼5F,江苏省,南通市,崇川区,bc78d1712b2289de306212aa,教育培训,图书馆
神奇世界儿童图书借阅(世茂新纪元广场店),31.922127192669805,120.957699,新河路世茂广场6号楼304室,江苏省,南通市,崇川区,f6bc743af7f13ff22ce67bca,教育培训,图书馆
资料室,31.793766696823422,121.664911,民胜南路与牡丹江中路交汇处启东市公共卫生大楼1层,江苏省,南通市,启东市,4b4ad3841e155a32f4eafc7f,教育培训,图书馆
南通科技职业学院-图书馆,32.0068371623965,120.900342,江苏省南通市崇川区青年东路148南通科技职业技术学院内,江苏省,南通市,崇川区,8ab0dfc41d605268d8ecedc5,教育培训,图书馆
南通大学启东校区图书馆,31.905858852510644,121.862908,南通市启东市南通大学(启东校区),江苏省,南通市,启东市,916a4ec829cf539ffa0cadf4,教育培训,图书馆
江苏省南通市景林阅览室,31.9222080510096,120.950293,南通市崇川区星湖街利群时代(南通开发区店)东侧约120米,江苏省,南通市,崇川区,3487ef632e3eb39203ff2d08,教育培训,图书馆
如东县图书馆河口分馆(河口分馆),32.49367411948901,120.840148,江苏省南通市如东县图书馆河口分馆河口镇文化活动中心,江苏省,南通市,如东县,7fa89b209de50ab483a00c45,教育培训,图书馆
少儿图书馆树仁教育星瀚音乐艺术中心,32.53432355472579,120.471343,江苏省南通市海安市海安镇中坝南路17号少儿图书馆树仁教育星瀚音乐艺术中心,江苏省,南通市,海安市,31efc89a5d6de8439f09f79f,教育培训,其他
如东县图书馆(大豫分馆),32.271047966793795,121.304416,南通市如东县通海路中国农业银行(如东兵房支行)西北侧约250米,江苏省,南通市,如东县,268752dd9d1ebfe9843304c7,教育培训,图书馆
如皋市图书馆(文化馆)丁堰分馆,32.36763758214935,120.726117,南通市如皋市光明路华盛广场,江苏省,南通市,如皋市,016ff2d734c91a121fe9995f,教育培训,图书馆
图书阅览室(五洲国际广场店),32.0354226416097,120.869615,南通市崇川区钟秀中路98号五洲国际广场F1,江苏省,南通市,崇川区,ef9bd1fd3010d01888db73ea,教育培训,其他
人才公寓图书室,32.363113432768756,120.601009,南通市如皋市万寿南路人才公寓,江苏省,南通市,如皋市,1e25c957bd93bbe7ea12e465,教育培训,图书馆
学才图书楼,32.23099339671602,121.160867,江苏省南通市如东县曹埠镇下漫饮泉线饮泉小学,江苏省,南通市,如东县,e652710fb2ab7d3db6f42f74,教育培训,图书馆
高新区(城南街道)新华社区电子阅览室,32.32167457797542,120.660105,南通市如皋市新华路与新民路交叉路口往东南约80米,江苏省,南通市,如皋市,4a0ad829ac26fd965e0d0271,教育培训,图书馆
约读书房,31.982678317638655,120.893417,恒隆国际C座1606-1607号,江苏省,南通市,崇川区,14ab9b76fca8e1f48605bf8d,教育培训,其他
美芽书室,31.999998449725304,120.897463,江苏省南通市崇川区五一路,江苏省,南通市,崇川区,924ebe3e31667c426f3e1b62,教育培训,培训机构
如东县新图书馆,32.33606088131942,121.205611,南通市如东县解放路体育馆西南侧约290米,江苏省,南通市,如东县,69ccaca5e83b07f711882478,教育培训,图书馆
学才图书楼,32.23099339671602,121.160867,江苏省南通市如东县曹埠镇下漫饮泉线饮泉小学,江苏省,南通市,如东县,e652710fb2ab7d3db6f42f74,教育培训,图书馆
如东县图书馆河口分馆(河口分馆),32.49367411948901,120.840148,江苏省南通市如东县图书馆河口分馆河口镇文化活动中心,江苏省,南通市,如东县,7fa89b209de50ab483a00c45,教育培训,图书馆
如东县图书馆(大豫分馆),32.271047966793795,121.304416,南通市如东县通海路中国农业银行(如东兵房支行)西北侧约250米,江苏省,南通市,如东县,268752dd9d1ebfe9843304c7,教育培训,图书馆
南通市图书馆,31.97940079807698,120.904037,南通市崇川区崇文路2号,江苏省,南通市,崇川区,718bca00149bb64c5fd4fecf,教育培训,图书馆
通州区图书馆,32.06721550317693,121.08397,南通市通州区朝霞路86号,江苏省,南通市,通州区,36e41551c52ad711c356ac54,教育培训,图书馆
如皋市图书馆,32.3737513436374,120.576466,南通市如皋市解放路如皋市人民政府西侧约170米,江苏省,南通市,如皋市,101bc61b21c636a3c42ba1dd,教育培训,图书馆
启东市图书馆,31.812535045353112,121.670928,江苏省南通市启东市民乐中路512号,江苏省,南通市,启东市,08fc93df0a5a35919b68b408,教育培训,图书馆
海安市图书馆,32.53460262684891,120.471693,江苏省南通市海安市中坝南路17号,江苏省,南通市,海安市,d7112e6d3f9999639122e0a8,教育培训,图书馆
如东县新图书馆,32.33606088131942,121.205611,南通市如东县解放路体育馆西南侧约290米,江苏省,南通市,如东县,69ccaca5e83b07f711882478,教育培训,图书馆
海门图书馆,31.89587930802587,121.182339,解放中路668号,江苏省,南通市,海门区,68e93579d06ae56215a190ec,教育培训,图书馆
南通市崇川区图书馆,32.00588494536133,120.904206,江苏省南通市崇川区外环东路26号,江苏省,南通市,崇川区,95c1fcde127fa3d10bb93a1d,教育培训,图书馆
南通市少儿图书馆大楼,31.979336036447627,120.904142,崇文路2号(市政府大楼南侧),江苏省,南通市,崇川区,4fa057b579be09876f4760b0,教育培训,图书馆
海门区文化中心图书馆,31.865197560534,121.192179,高新区长江路江海文化公园对面南通三建项目部,江苏省,南通市,海门区,4b2a048ebc7e271edb13189c,教育培训,图书馆
24小时自助图书馆,32.039298185819234,120.840556,南通市崇川区深南路南通万达华府,江苏省,南通市,崇川区,3142728c5cf1992b8bf15d4b,教育培训,图书馆
南通市少年儿童图书馆,31.97941200105403,120.903748,南通市崇川区江宁路南通国际贸易中心西北侧约270米,江苏省,南通市,崇川区,33f207083ea92b7d32870a84,教育培训,图书馆
泛书房,32.55490269295127,120.505089,迎宾路136号,江苏省,南通市,海安市,c917345207ba8ad4373a719b,教育培训,图书馆
南通大学图书馆,31.976057346737665,120.91534,啬园路9号南通大学,江苏省,南通市,崇川区,b9e5d0b8efe410bc81a12ec5,教育培训,图书馆
24小时自助图书馆,32.389161423071606,120.571117,南通市如皋市福成路安定广场,江苏省,南通市,如皋市,8185a3357670fad931f71d2c,教育培训,图书馆
享时尚图书馆,32.006150822027216,120.867576,青年中路173号回复文化生活空间内二楼(蓝天宾馆南),江苏省,南通市,崇川区,817b67bd8ebec32ca8f0cd9a,教育培训,图书馆
如皋市少年儿童图书馆,32.39278023714997,120.572133,中山路307号,江苏省,南通市,如皋市,3c05b939f80078762ad7ab48,教育培训,图书馆
南通大学(钟秀校区)-图书馆,32.020239445694735,120.911895,南通市崇川区通京大道南通大学(钟秀校区),江苏省,南通市,崇川区,48eb005829d5bfad2fe67bc7,教育培训,图书馆
南通大学启秀校区图书馆,32.01114396258469,120.877419,启秀路19号南通大学(启秀校区北区)内,江苏省,南通市,崇川区,850815e1459804e543e192d5,教育培训,图书馆
图书馆驿站(滨河广场店),31.896265304187683,121.169093,滨河廉政文化广场,江苏省,南通市,海门区,e65ad454fd41a0929222e083,教育培训,图书馆
华侨图书馆,32.0349502788038,120.907403,南通市崇川区钟秀中路128号淘宝城1号楼5F,江苏省,南通市,崇川区,bc78d1712b2289de306212aa,教育培训,图书馆
神奇世界儿童图书借阅(世茂新纪元广场店),31.922127192669805,120.957699,新河路世茂广场6号楼304室,江苏省,南通市,崇川区,f6bc743af7f13ff22ce67bca,教育培训,图书馆
资料室,31.793766696823422,121.664911,民胜南路与牡丹江中路交汇处启东市公共卫生大楼1层,江苏省,南通市,启东市,4b4ad3841e155a32f4eafc7f,教育培训,图书馆
南通科技职业学院-图书馆,32.0068371623965,120.900342,江苏省南通市崇川区青年东路148南通科技职业技术学院内,江苏省,南通市,崇川区,8ab0dfc41d605268d8ecedc5,教育培训,图书馆
南通大学启东校区图书馆,31.905858852510644,121.862908,南通市启东市南通大学(启东校区),江苏省,南通市,启东市,916a4ec829cf539ffa0cadf4,教育培训,图书馆
江苏省南通市景林阅览室,31.9222080510096,120.950293,南通市崇川区星湖街利群时代(南通开发区店)东侧约120米,江苏省,南通市,崇川区,3487ef632e3eb39203ff2d08,教育培训,图书馆
如东县图书馆河口分馆(河口分馆),32.49367411948901,120.840148,江苏省南通市如东县图书馆河口分馆河口镇文化活动中心,江苏省,南通市,如东县,7fa89b209de50ab483a00c45,教育培训,图书馆
少儿图书馆树仁教育星瀚音乐艺术中心,32.53432355472579,120.471343,江苏省南通市海安市海安镇中坝南路17号少儿图书馆树仁教育星瀚音乐艺术中心,江苏省,南通市,海安市,31efc89a5d6de8439f09f79f,教育培训,其他
如东县图书馆(大豫分馆),32.271047966793795,121.304416,南通市如东县通海路中国农业银行(如东兵房支行)西北侧约250米,江苏省,南通市,如东县,268752dd9d1ebfe9843304c7,教育培训,图书馆
如皋市图书馆(文化馆)丁堰分馆,32.36763758214935,120.726117,南通市如皋市光明路华盛广场,江苏省,南通市,如皋市,016ff2d734c91a121fe9995f,教育培训,图书馆
图书阅览室(五洲国际广场店),32.0354226416097,120.869615,南通市崇川区钟秀中路98号五洲国际广场F1,江苏省,南通市,崇川区,ef9bd1fd3010d01888db73ea,教育培训,其他
人才公寓图书室,32.363113432768756,120.601009,南通市如皋市万寿南路人才公寓,江苏省,南通市,如皋市,1e25c957bd93bbe7ea12e465,教育培训,图书馆
学才图书楼,32.23099339671602,121.160867,江苏省南通市如东县曹埠镇下漫饮泉线饮泉小学,江苏省,南通市,如东县,e652710fb2ab7d3db6f42f74,教育培训,图书馆
高新区(城南街道)新华社区电子阅览室,32.32167457797542,120.660105,南通市如皋市新华路与新民路交叉路口往东南约80米,江苏省,南通市,如皋市,4a0ad829ac26fd965e0d0271,教育培训,图书馆
约读书房,31.982678317638655,120.893417,恒隆国际C座1606-1607号,江苏省,南通市,崇川区,14ab9b76fca8e1f48605bf8d,教育培训,其他
美芽书室,31.999998449725304,120.897463,江苏省南通市崇川区五一路,江苏省,南通市,崇川区,924ebe3e31667c426f3e1b62,教育培训,培训机构
启东市图书馆,31.812535045353112,121.670928,江苏省南通市启东市民乐中路512号,江苏省,南通市,启东市,08fc93df0a5a35919b68b408,教育培训,图书馆
资料室,31.793766696823422,121.664911,民胜南路与牡丹江中路交汇处启东市公共卫生大楼1层,江苏省,南通市,启东市,4b4ad3841e155a32f4eafc7f,教育培训,图书馆
南通大学启东校区图书馆,31.905858852510644,121.862908,南通市启东市南通大学(启东校区),江苏省,南通市,启东市,916a4ec829cf539ffa0cadf4,教育培训,图书馆
通州区图书馆,32.06721550317693,121.08397,南通市通州区朝霞路86号,江苏省,南通市,通州区,36e41551c52ad711c356ac54,教育培训,图书馆
南通市图书馆,31.97940079807698,120.904037,南通市崇川区崇文路2号,江苏省,南通市,崇川区,718bca00149bb64c5fd4fecf,教育培训,图书馆
通州区图书馆,32.06721550317693,121.08397,南通市通州区朝霞路86号,江苏省,南通市,通州区,36e41551c52ad711c356ac54,教育培训,图书馆
如皋市图书馆,32.3737513436374,120.576466,南通市如皋市解放路如皋市人民政府西侧约170米,江苏省,南通市,如皋市,101bc61b21c636a3c42ba1dd,教育培训,图书馆
启东市图书馆,31.812535045353112,121.670928,江苏省南通市启东市民乐中路512号,江苏省,南通市,启东市,08fc93df0a5a35919b68b408,教育培训,图书馆
海安市图书馆,32.53460262684891,120.471693,江苏省南通市海安市中坝南路17号,江苏省,南通市,海安市,d7112e6d3f9999639122e0a8,教育培训,图书馆
如东县新图书馆,32.33606088131942,121.205611,南通市如东县解放路体育馆西南侧约290米,江苏省,南通市,如东县,69ccaca5e83b07f711882478,教育培训,图书馆
海门图书馆,31.89587930802587,121.182339,解放中路668号,江苏省,南通市,海门区,68e93579d06ae56215a190ec,教育培训,图书馆
南通市崇川区图书馆,32.00588494536133,120.904206,江苏省南通市崇川区外环东路26号,江苏省,南通市,崇川区,95c1fcde127fa3d10bb93a1d,教育培训,图书馆
南通市少儿图书馆大楼,31.979336036447627,120.904142,崇文路2号(市政府大楼南侧),江苏省,南通市,崇川区,4fa057b579be09876f4760b0,教育培训,图书馆
海门区文化中心图书馆,31.865197560534,121.192179,高新区长江路江海文化公园对面南通三建项目部,江苏省,南通市,海门区,4b2a048ebc7e271edb13189c,教育培训,图书馆
24小时自助图书馆,32.039298185819234,120.840556,南通市崇川区深南路南通万达华府,江苏省,南通市,崇川区,3142728c5cf1992b8bf15d4b,教育培训,图书馆
南通市少年儿童图书馆,31.97941200105403,120.903748,南通市崇川区江宁路南通国际贸易中心西北侧约270米,江苏省,南通市,崇川区,33f207083ea92b7d32870a84,教育培训,图书馆
泛书房,32.55490269295127,120.505089,迎宾路136号,江苏省,南通市,海安市,c917345207ba8ad4373a719b,教育培训,图书馆
南通大学图书馆,31.976057346737665,120.91534,啬园路9号南通大学,江苏省,南通市,崇川区,b9e5d0b8efe410bc81a12ec5,教育培训,图书馆
24小时自助图书馆,32.389161423071606,120.571117,南通市如皋市福成路安定广场,江苏省,南通市,如皋市,8185a3357670fad931f71d2c,教育培训,图书馆
享时尚图书馆,32.006150822027216,120.867576,青年中路173号回复文化生活空间内二楼(蓝天宾馆南),江苏省,南通市,崇川区,817b67bd8ebec32ca8f0cd9a,教育培训,图书馆
如皋市少年儿童图书馆,32.39278023714997,120.572133,中山路307号,江苏省,南通市,如皋市,3c05b939f80078762ad7ab48,教育培训,图书馆
南通大学(钟秀校区)-图书馆,32.020239445694735,120.911895,南通市崇川区通京大道南通大学(钟秀校区),江苏省,南通市,崇川区,48eb005829d5bfad2fe67bc7,教育培训,图书馆
南通大学启秀校区图书馆,32.01114396258469,120.877419,启秀路19号南通大学(启秀校区北区)内,江苏省,南通市,崇川区,850815e1459804e543e192d5,教育培训,图书馆
图书馆驿站(滨河广场店),31.896265304187683,121.169093,滨河廉政文化广场,江苏省,南通市,海门区,e65ad454fd41a0929222e083,教育培训,图书馆
华侨图书馆,32.0349502788038,120.907403,南通市崇川区钟秀中路128号淘宝城1号楼5F,江苏省,南通市,崇川区,bc78d1712b2289de306212aa,教育培训,图书馆
神奇世界儿童图书借阅(世茂新纪元广场店),31.922127192669805,120.957699,新河路世茂广场6号楼304室,江苏省,南通市,崇川区,f6bc743af7f13ff22ce67bca,教育培训,图书馆
资料室,31.793766696823422,121.664911,民胜南路与牡丹江中路交汇处启东市公共卫生大楼1层,江苏省,南通市,启东市,4b4ad3841e155a32f4eafc7f,教育培训,图书馆
南通科技职业学院-图书馆,32.0068371623965,120.900342,江苏省南通市崇川区青年东路148南通科技职业技术学院内,江苏省,南通市,崇川区,8ab0dfc41d605268d8ecedc5,教育培训,图书馆
南通大学启东校区图书馆,31.905858852510644,121.862908,南通市启东市南通大学(启东校区),江苏省,南通市,启东市,916a4ec829cf539ffa0cadf4,教育培训,图书馆
江苏省南通市景林阅览室,31.9222080510096,120.950293,南通市崇川区星湖街利群时代(南通开发区店)东侧约120米,江苏省,南通市,崇川区,3487ef632e3eb39203ff2d08,教育培训,图书馆
如东县图书馆河口分馆(河口分馆),32.49367411948901,120.840148,江苏省南通市如东县图书馆河口分馆河口镇文化活动中心,江苏省,南通市,如东县,7fa89b209de50ab483a00c45,教育培训,图书馆
少儿图书馆树仁教育星瀚音乐艺术中心,32.53432355472579,120.471343,江苏省南通市海安市海安镇中坝南路17号少儿图书馆树仁教育星瀚音乐艺术中心,江苏省,南通市,海安市,31efc89a5d6de8439f09f79f,教育培训,其他
如东县图书馆(大豫分馆),32.271047966793795,121.304416,南通市如东县通海路中国农业银行(如东兵房支行)西北侧约250米,江苏省,南通市,如东县,268752dd9d1ebfe9843304c7,教育培训,图书馆
如皋市图书馆(文化馆)丁堰分馆,32.36763758214935,120.726117,南通市如皋市光明路华盛广场,江苏省,南通市,如皋市,016ff2d734c91a121fe9995f,教育培训,图书馆
图书阅览室(五洲国际广场店),32.0354226416097,120.869615,南通市崇川区钟秀中路98号五洲国际广场F1,江苏省,南通市,崇川区,ef9bd1fd3010d01888db73ea,教育培训,其他
人才公寓图书室,32.363113432768756,120.601009,南通市如皋市万寿南路人才公寓,江苏省,南通市,如皋市,1e25c957bd93bbe7ea12e465,教育培训,图书馆
学才图书楼,32.23099339671602,121.160867,江苏省南通市如东县曹埠镇下漫饮泉线饮泉小学,江苏省,南通市,如东县,e652710fb2ab7d3db6f42f74,教育培训,图书馆
高新区(城南街道)新华社区电子阅览室,32.32167457797542,120.660105,南通市如皋市新华路与新民路交叉路口往东南约80米,江苏省,南通市,如皋市,4a0ad829ac26fd965e0d0271,教育培训,图书馆
约读书房,31.982678317638655,120.893417,恒隆国际C座1606-1607号,江苏省,南通市,崇川区,14ab9b76fca8e1f48605bf8d,教育培训,其他
美芽书室,31.999998449725304,120.897463,江苏省南通市崇川区五一路,江苏省,南通市,崇川区,924ebe3e31667c426f3e1b62,教育培训,培训机构
如皋市图书馆,32.3737513436374,120.576466,南通市如皋市解放路如皋市人民政府西侧约170米,江苏省,南通市,如皋市,101bc61b21c636a3c42ba1dd,教育培训,图书馆
24小时自助图书馆,32.389161423071606,120.571117,南通市如皋市福成路安定广场,江苏省,南通市,如皋市,8185a3357670fad931f71d2c,教育培训,图书馆
如皋市少年儿童图书馆,32.39278023714997,120.572133,中山路307号,江苏省,南通市,如皋市,3c05b939f80078762ad7ab48,教育培训,图书馆
人才公寓图书室,32.363113432768756,120.601009,南通市如皋市万寿南路人才公寓,江苏省,南通市,如皋市,1e25c957bd93bbe7ea12e465,教育培训,图书馆
如皋市图书馆(文化馆)丁堰分馆,32.36763758214935,120.726117,南通市如皋市光明路华盛广场,江苏省,南通市,如皋市,016ff2d734c91a121fe9995f,教育培训,图书馆
高新区(城南街道)新华社区电子阅览室,32.32167457797542,120.660105,南通市如皋市新华路与新民路交叉路口往东南约80米,江苏省,南通市,如皋市,4a0ad829ac26fd965e0d0271,教育培训,图书馆
金湖图书馆,33.02103390941111,119.018645,金湖县健康西路8号,江苏省,淮安市,金湖县,14076deefe92c4f402294f0a,教育培训,图书馆
城市书房,33.02110020692078,119.018397,黎城镇健康西路3号,江苏省,淮安市,金湖县,e9a4f1f3f9eb332576e5b6ea,教育培训,图书馆
金湖县第二中学图书馆,33.0070889425205,119.047665,淮安市金湖县神华东路金湖县第二中学,江苏省,淮安市,金湖县,a5ed82ae1efd9433714b8757,教育培训,图书馆
淮安市淮阴区图书馆,33.62059122956161,119.031646,淮安市淮阴区新街3号,江苏省,淮安市,淮阴区,cc0849a04115c95094031971,教育培训,图书馆
淮阴师范学院图书馆,33.64366538101627,119.014496,江苏省淮安市淮阴区长江西路111号,江苏省,淮安市,淮阴区,a3f21eee6464c5392eb17eb9,教育培训,图书馆
淮安市第一人民医院图书馆,33.62682657838697,119.023136,王营镇北京西路6号,江苏省,淮安市,淮阴区,1146f2f4b8e7da23e6e9655f,教育培训,图书馆
盱眙县图书馆,32.98299402010831,118.540211,盱眙县东方大道3号,江苏省,淮安市,盱眙县,596c20f57bfc88befbdc851b,教育培训,图书馆
洪泽图书馆,33.29185180542049,118.881998,江苏省淮安市洪泽区幸福大道5文化中心3楼,江苏省,淮安市,洪泽区,9e433e04504228d3af045769,教育培训,图书馆
涟水县图书馆,33.744887732886966,119.210008,淮安市涟水县机场路淮阴中学滨河高级中学西南侧约50米,江苏省,淮安市,涟水县,75f0244fed90c67aeee4a514,教育培训,图书馆
图书馆,33.777942707430576,119.257594,淮安市涟水县淮河路涟水县幸福里实验小学,江苏省,淮安市,涟水县,d409babfa5ab63756c47608e,教育培训,图书馆
海澜图书馆,33.798598817952325,119.26459,江苏省淮安市涟水县漪河路江苏省涟水中学(南门)附近,江苏省,淮安市,涟水县,7f98b2323652e030fa42b29b,教育培训,图书馆
淮安市图书馆,33.55207357698687,119.113196,江苏省淮安市生态文旅区翔宇南道17号,江苏省,淮安市,淮安区,ad7c3f8b32c2bd5df90cad4e,教育培训,图书馆
淮安市儿童流动图书馆,33.50042779755069,119.147429,西长街31号,江苏省,淮安市,淮安区,161a0ed23b374e2d5dd4febe,教育培训,图书馆
儿童图书室,33.50684358410102,119.147893,淮安市淮安区西长街粮食大楼(镇淮楼西路)东南侧约40米,江苏省,淮安市,淮安区,0e4dccb309eaeba1c5f0254e,教育培训,图书馆
悠贝亲子图书馆,33.507410246462,119.158112,淮安市淮安区东长街九升国际广场,江苏省,淮安市,淮安区,ed905aeb34fca386c5f02542,教育培训,其他
滨海县图书馆,34.00202775311778,119.849685,阜东中路187号,江苏省,盐城市,滨海县,373cf757326b926f4354d71e,教育培训,图书馆
海阅书馆,33.993418189228734,119.824075,盐城市滨海县港城路城市港湾,江苏省,盐城市,滨海县,c1262e7fa1a52a8b5fbe86e3,教育培训,其他
五汛中学(图书楼),33.95604336585915,120.103177,江苏省盐城市滨海县五汛东路五汛中学校园内五汛中学综合楼东侧楼,江苏省,盐城市,滨海县,63886a16967f38687069d3b9,教育培训,中学
射阳胰图书馆新坍分馆,33.65589291757337,120.103051,江苏省盐城市射阳县新坍镇惠民路新坍文化大楼,江苏省,盐城市,射阳县,7193848c4858ba8af32d83dd,教育培训,图书馆
阜宁图书馆,33.76797546007804,119.798468,徐州路279号,江苏省,盐城市,阜宁县,dc0f0adcc7cde45ff92213ac,教育培训,图书馆
阜城街道向阳社区图书阅览室,33.790312458428915,119.799905,汶河路104,江苏省,盐城市,阜宁县,f2e5a4494458c5cc2b201a03,教育培训,图书馆
