name,lat,lng,address,province,city,area,uid,tag1,tag2
海陵图书馆,32.4907837663231,119.932249,泰州市海陵区税务桥东街2号,江苏省,泰州市,海陵区,230ed03153be4e9ebadf8f8e,教育培训,图书馆
泰州市图书馆24小时自助馆,32.44834224935258,119.930567,鼓楼南路295号泰州市图书馆,江苏省,泰州市,海陵区,cfd11fc321fa55f900ff2da1,教育培训,图书馆
泰州职业技术学院新校区图书馆,32.378663265015845,119.897868,天星路8号,江苏省,泰州市,海陵区,e7436514f0857d6ba1d23097,教育培训,图书馆
泰州图书馆(稻河分馆),32.49941495171516,119.921237,泰州市海陵区工人路泰州市沈毅中学东南侧约170米,江苏省,泰州市,海陵区,edfd7713545d0599acee7a1f,教育培训,图书馆
泰州书房,32.49813634149605,119.921351,江苏省泰州市海陵区东进西路6号,江苏省,泰州市,海陵区,5f750b77cef44302acb22a8b,教育培训,图书馆
南京理工大学泰州科技学院-图书馆,32.46978706013312,119.947493,江苏省泰州市海陵区济川东路91号,江苏省,泰州市,海陵区,645912979d80a253246e98af,教育培训,图书馆
泰州市人民医院-图书馆,32.487312307501426,119.924923,迎春路210号泰州市人民医院北院住院部大楼17层,江苏省,泰州市,海陵区,d15fd908326e929577026978,教育培训,图书馆
华诚图书馆,32.378177149989575,119.898388,泰州市海陵区医药学院路6号,江苏省,泰州市,海陵区,3b004f60432b686846e27431,教育培训,图书馆
江苏农牧科技职业学院图书馆,32.460078203219545,119.947773,凤凰东路8号,江苏省,泰州市,海陵区,86c5fceb567937e421022088,教育培训,图书馆
彩云居新图书馆,32.44825127752743,119.930881,江苏省泰州市海陵区鼓楼南路286号,江苏省,泰州市,海陵区,027821ab7b3e7d8cc4f50dd5,教育培训,图书馆
泰州技师学院新区-图书馆,32.48225366574314,119.864543,龙轩路9号,江苏省,泰州市,海陵区,8928b68cdaf4c227d23ce34d,教育培训,图书馆
靖江市图书馆,32.01873348624848,120.277663,骥江东路160号,江苏省,泰州市,靖江市,f449c899f50fd230b04c4942,教育培训,图书馆
容湖书房,31.983474529417325,120.285057,泰州市靖江市阳光大道马洲公园,江苏省,泰州市,靖江市,34ce5dc12a8a69b16c476043,教育培训,图书馆
常州大学怀德学院图书馆,32.045342583850505,120.390386,江苏省泰州市靖江市常州大学怀德学院,江苏省,泰州市,靖江市,9f811c58b4df150bb45f1e68,教育培训,图书馆
东兴图书馆,31.98184698472566,120.164834,江苏省泰州市靖江市东兴镇政府,江苏省,泰州市,靖江市,9dcf5967b15c1fed364aae17,教育培训,图书馆
黄桥图书馆,32.243314564737204,120.23866,福慧禅寺(珠巷东),江苏省,泰州市,泰兴市,74d9aa87cfca5e7d0b1cc7cf,教育培训,图书馆
泰州市高港区图书馆,32.31783380510681,119.889601,泰州市高港区府东路泰州市口岸中心小学北侧约60米,江苏省,泰州市,高港区,34e48508358d479fd8d89170,教育培训,图书馆
城市书房(蔡滩社区),32.316620176288936,119.884019,泰州市高港区金港南路银杏苑东南侧约70米,江苏省,泰州市,高港区,20e1a64adc015ef1d81318f1,教育培训,图书馆
城市书房,32.32986353429086,119.888192,江苏省泰州市高港区S231辅路,江苏省,泰州市,高港区,70539a120c70d3a2c61e51c3,教育培训,图书馆
溧阳市图书馆,31.41201330317485,119.491671,冮苏省溧阳市溧城镇育才路55号,江苏省,常州市,溧阳市,d991e1169b4f62281e389481,教育培训,图书馆
溧阳市图书馆安顺分馆,31.41388013498127,119.499189,江苏省常州市溧阳市安顺路1号,江苏省,常州市,溧阳市,dbacce19ec4a7bb44207c1b1,教育培训,图书馆
汇香坊(No:1986店),31.425329490117203,119.487872,天目路8号金鹰国际购物中心B1,江苏省,常州市,溧阳市,37a3e312ec0ae3f786420e3f,教育培训,图书馆
上兴镇博学图书馆,31.53005395165397,119.27505,上兴镇综合文化服务中心一楼,江苏省,常州市,溧阳市,ea312953ff5ddb3a57bfffb1,教育培训,图书馆
中国茗俗茶文化博览馆,31.455606183124246,119.442653,中关村创智园1号楼,江苏省,常州市,溧阳市,aaa6006ccefc9840e9f853ec,教育培训,其他
常州市图书馆,31.807358679860375,119.978676,江苏省常州市新北区锦绣路2号常州文化广场,江苏省,常州市,新北区,e38cb891cc23045d0482c2d1,教育培训,图书馆
常州工学院图书馆(巫山路校区),31.81683003987163,119.99974,江苏省常州市新北区巫山路1号常州工学院新北校区内,江苏省,常州市,新北区,7e3fe5dd06b620e750e5c517,教育培训,图书馆
河海大学(常州校区)-图书馆,31.82060002047631,119.986607,河海大学常州校区内,江苏省,常州市,新北区,cd9d05dd2285d1b685420eca,教育培训,图书馆
府琛花园阅览室,31.818959422136547,119.981341,常州市新北区安莉芳路太阳花园南侧约130米,江苏省,常州市,新北区,0739f4de62483e25f82213c0,教育培训,其他
常州图书馆(三井分馆),31.82136275328341,119.95836,江苏省常州市新北区秦岭路1-1号三井街道文体活动中心2楼,江苏省,常州市,新北区,a49325613649b5c29c09f787,教育培训,图书馆
东书房(万达广场新北店),31.820038333750297,119.976576,常州市新北区通江中路88号万达广场F6,江苏省,常州市,新北区,b6b5e13b9aeabf4c03ec01da,教育培训,培训机构
天宁区图书馆,31.757543432512023,119.99046,天宁区安信颐和公寓1-1,江苏省,常州市,天宁区,0efd9d9d657c799f6b49f3c2,教育培训,图书馆
二十四中学图书馆,31.776995289842677,119.974111,罗汉路9号,江苏省,常州市,天宁区,7cdef3ef0f917037b31e3664,教育培训,图书馆
气味图书馆(九洲新世界广场店),31.76725090698708,119.956442,常州市天宁区兰陵北路999号九洲新世界广场F2,江苏省,常州市,天宁区,dae810eab74557a425e0a05f,教育培训,图书馆
崇文馆爱阅读,31.769399157269692,119.987291,常州市天宁区武青路东坡雅居,江苏省,常州市,天宁区,1b01ea5bfc96d0252bb97c42,教育培训,其他
常州图书馆兰陵分馆,31.763982575576264,119.962255,常州市天宁区双浦路兰陵小学东侧,江苏省,常州市,天宁区,47402fe840a60d3d95ca07cf,教育培训,图书馆
郑陆24小时智能自助图书馆,31.81994066594011,120.085248,江苏省常州市天宁区舜杰路3号,江苏省,常州市,天宁区,41d30819f5feac2ad2f49eec,教育培训,图书馆
秋白书苑,31.802920512839037,119.90405,常州市钟楼区茶花路钟楼区人民政府西南侧约250米,江苏省,常州市,钟楼区,7ac09eb25fef61b5085cb3da,教育培训,图书馆
常州市荆川小学-钟楼区图书馆,31.764901795130836,119.926306,荆川路86号常州市荆川小学,江苏省,常州市,钟楼区,ee095d8c90742fd3e21103ac,教育培训,图书馆
爱阅英文图书馆,31.78604128038901,119.96303,江苏省常州市钟楼区京城豪苑267号商铺,江苏省,常州市,钟楼区,1d9108cd81f3ff685b109313,教育培训,图书馆
常州图书馆上书房分馆,31.770514663029548,119.929561,江苏省常州市钟楼区清潭西路上书房内,江苏省,常州市,钟楼区,582a67c5733cfd4358f6beaa,教育培训,图书馆
美的旭辉天赋书院,31.7942012240297,119.900015,常州市钟楼区宝龙广场星巴克旁,江苏省,常州市,钟楼区,6c4973f38121c471631809c2,教育培训,图书馆
常州图书馆城市书房,31.795191110342802,119.917895,常州市钟楼区龙星路新城·香悦半岛东北侧约40米,江苏省,常州市,钟楼区,902446d966851e5161685827,教育培训,图书馆
北港街道文化共享中心,31.803114213475588,119.904229,北港街道凯尔枫尚东门商铺15-1、15-3号,江苏省,常州市,钟楼区,12145448c1131bb435b06c38,教育培训,图书馆
乐想童年,31.780408210339857,119.960492,江苏省常州市钟楼区莱蒙北区8-315号,江苏省,常州市,钟楼区,16af10fe115fb3c6f6eafcf8,教育培训,图书馆
金坛图书馆,31.72313741057438,119.595449,清风路2号,江苏省,常州市,金坛区,1b9e01ab6c033d8714c8f6ae,教育培训,图书馆
文清图书馆,31.736196773033388,119.569298,常州市金坛区龙山东路与龙山路交叉路口往东约190米,江苏省,常州市,金坛区,d16ad25837d475bce8e58251,教育培训,图书馆
武进图书馆,31.698526912936895,119.945901,常州市武进区延政中大道65号,江苏省,常州市,武进区,5b25f446e312d59711293591,教育培训,图书馆
常州大学-图书馆,31.68539024113922,119.963349,江苏省常州市武进区湖塘镇滆湖路21号,江苏省,常州市,武进区,09185c5605dcc520f0193791,教育培训,图书馆
江苏理工学院-图书馆(行知路),31.752486616406504,119.925708,江苏省常州市武进区中吴大道1801江苏理工学院,江苏省,常州市,武进区,1cea15a9030eb0c406fef586,教育培训,图书馆
南夏墅图书馆,31.633324836316085,119.947793,常州市武进区后街与南塘路交叉路口往东北约90米,江苏省,常州市,武进区,41d8db062af9460103ec013a,教育培训,图书馆
阳湖书房,31.698755439441683,119.952531,常州市武进区延政中大道金色南都国际大酒店南侧约240米,江苏省,常州市,武进区,0e3e7fc02f7e7a68c6effb42,教育培训,图书馆
常州图书馆中国南车戚墅堰公司分馆,31.728624637907956,120.062889,江苏省常州市武进区戚厂工房一区66幢4,江苏省,常州市,武进区,2d846e5660a27960a8f729bb,教育培训,图书馆
洛阳镇图书馆,31.642586445146264,120.07549,常州市武进区永安里路武进区洛阳初级中学,江苏省,常州市,武进区,184476ef3b0a84c7018972c9,教育培训,图书馆
常州信息职业技术学院-图书馆,31.680418165826396,119.96157,武进经济开发区鸣新路111号,江苏省,常州市,武进区,8c31b7b7231663ad220262d5,教育培训,图书馆
湖畔小站,31.69274932577693,119.869748,江苏省常州市武进区凤苑路127号,江苏省,常州市,武进区,59f18267af76a08b3517dce9,教育培训,图书馆
南车戚墅堰机车有限公司图书馆,31.728645514585455,120.062815,常州市武进区常戚路三区综合市场北侧约180米,江苏省,常州市,武进区,641653680d0943bcc91b95c4,教育培训,图书馆
社区图书室,31.60742721343983,120.067435,上马路15号,江苏省,常州市,武进区,0b95228e6ce77d6bf7231039,教育培训,图书馆
卢西村大道阅览室,31.688218508658345,119.905962,常州市武进区卢南街武进牛塘文汇小学南侧约180米,江苏省,常州市,武进区,bad9579f4236f03ddbd89152,教育培训,图书馆
前黄镇寨桥图书馆阅览室,31.58048258527716,119.904269,振兴路23,江苏省,常州市,武进区,b692718f7f4ae5cc9900507e,教育培训,图书馆
江苏电大武进学院南校区-肇俊图书馆,31.629107089952846,119.949926,常州市武进区南夏墅东街南夏墅育英新市民小学东北侧约140米,江苏省,常州市,武进区,9b853aca34f05556ad04570c,教育培训,图书馆
约读书房(南夏墅校区),31.6332131968747,119.944983,常州市武进区后街武进人民医院(高新区院区)东侧约180米,江苏省,常州市,武进区,69e8b0ee3aa911449cec2b91,教育培训,培训机构
博学书苑,31.603839535716986,120.004633,常州市武进区礼政路政平农贸市场东侧约90米,江苏省,常州市,武进区,e0e67294b848e0c7f8dc8529,其他,其他
无锡市滨湖区图书馆,31.527983096748265,120.291062,江苏省无锡市滨湖区金城西路500号,江苏省,无锡市,滨湖区,6e5289bf32d8650109b93a20,教育培训,图书馆
江南大学-图书馆,31.48427994741467,120.279678,江苏省无锡市滨湖区蠡湖大道1800号江南大学,江苏省,无锡市,滨湖区,061581500df246795fbe8662,教育培训,图书馆
册之丘,31.48432990838954,120.312438,江苏省无锡市滨湖区立信大道与吴都路交叉口,江苏省,无锡市,滨湖区,c34836026014abeeb817e794,教育培训,图书馆
无锡商业职业技术学院九龙校区-图书馆,31.563300308199498,120.179207,钱胡路809号,江苏省,无锡市,滨湖区,0dc3d82db089691274e5b6bd,教育培训,图书馆
无锡职业技术学院-图书馆,31.497934292276483,120.27826,高浪西路1600号无锡职业技术学院,江苏省,无锡市,滨湖区,5ce2637d8c573c2fae31e542,教育培训,图书馆
无锡市图书馆(标准分馆),31.53993848268179,120.275884,江苏省无锡市滨湖区中南西路500号无锡市标准化研究中心内,江苏省,无锡市,滨湖区,722e0135d80a9b0d3717dc39,教育培训,图书馆
无锡市图书馆(万科社区分馆),31.499826612136758,120.291903,无锡市滨湖区生达路无锡翰锦酒店南侧约170米,江苏省,无锡市,滨湖区,7c40bbf18214f7469de3215d,教育培训,图书馆
幼儿公益图书馆,31.564632028818995,120.279604,无锡市滨湖区甜爱路中城誉品,江苏省,无锡市,滨湖区,ca4c1f92c6b4d91f2f473350,教育培训,图书馆
南泉图书馆,31.435456602381574,120.269911,南苑宾馆旁,江苏省,无锡市,滨湖区,a2cbaf96c91b8d37d22dd684,教育培训,图书馆
资料室,31.548031418710718,120.290742,湖滨路651号锦绣大厦6层,江苏省,无锡市,滨湖区,ca1b7c0607cd7c1ce81e97ac,教育培训,图书馆
无锡市佛学图书馆,31.426525188637424,120.10217,无锡市滨湖区马山镇古竹路灵山胜境内,江苏省,无锡市,滨湖区,120b73eb6d4a3a784c3a598e,教育培训,图书馆
无锡山水丽景酒店-书吧,31.51079024605353,120.25094,山水东路19号无锡山水丽景酒店,江苏省,无锡市,滨湖区,b1bdf3f812ef85970a1cc70d,教育培训,图书馆
善生阅读馆(三号馆),31.495103277160176,120.303153,无锡市滨湖区南蒋路与信成道交叉路口往北约110米,江苏省,无锡市,滨湖区,4b735957c1daebe44e6d46d1,教育培训,其他
无锡市滨湖区图书馆,31.527983096748265,120.291062,江苏省无锡市滨湖区金城西路500号,江苏省,无锡市,滨湖区,6e5289bf32d8650109b93a20,教育培训,图书馆
江南大学-图书馆,31.48427994741467,120.279678,江苏省无锡市滨湖区蠡湖大道1800号江南大学,江苏省,无锡市,滨湖区,061581500df246795fbe8662,教育培训,图书馆
册之丘,31.48432990838954,120.312438,江苏省无锡市滨湖区立信大道与吴都路交叉口,江苏省,无锡市,滨湖区,c34836026014abeeb817e794,教育培训,图书馆
无锡商业职业技术学院九龙校区-图书馆,31.563300308199498,120.179207,钱胡路809号,江苏省,无锡市,滨湖区,0dc3d82db089691274e5b6bd,教育培训,图书馆
无锡职业技术学院-图书馆,31.497934292276483,120.27826,高浪西路1600号无锡职业技术学院,江苏省,无锡市,滨湖区,5ce2637d8c573c2fae31e542,教育培训,图书馆
无锡市图书馆(标准分馆),31.53993848268179,120.275884,江苏省无锡市滨湖区中南西路500号无锡市标准化研究中心内,江苏省,无锡市,滨湖区,722e0135d80a9b0d3717dc39,教育培训,图书馆
无锡市图书馆(万科社区分馆),31.499826612136758,120.291903,无锡市滨湖区生达路无锡翰锦酒店南侧约170米,江苏省,无锡市,滨湖区,7c40bbf18214f7469de3215d,教育培训,图书馆
幼儿公益图书馆,31.564632028818995,120.279604,无锡市滨湖区甜爱路中城誉品,江苏省,无锡市,滨湖区,ca4c1f92c6b4d91f2f473350,教育培训,图书馆
南泉图书馆,31.435456602381574,120.269911,南苑宾馆旁,江苏省,无锡市,滨湖区,a2cbaf96c91b8d37d22dd684,教育培训,图书馆
资料室,31.548031418710718,120.290742,湖滨路651号锦绣大厦6层,江苏省,无锡市,滨湖区,ca1b7c0607cd7c1ce81e97ac,教育培训,图书馆
无锡市佛学图书馆,31.426525188637424,120.10217,无锡市滨湖区马山镇古竹路灵山胜境内,江苏省,无锡市,滨湖区,120b73eb6d4a3a784c3a598e,教育培训,图书馆
无锡山水丽景酒店-书吧,31.51079024605353,120.25094,山水东路19号无锡山水丽景酒店,江苏省,无锡市,滨湖区,b1bdf3f812ef85970a1cc70d,教育培训,图书馆
善生阅读馆(三号馆),31.495103277160176,120.303153,无锡市滨湖区南蒋路与信成道交叉路口往北约110米,江苏省,无锡市,滨湖区,4b735957c1daebe44e6d46d1,教育培训,其他
无锡市滨湖区图书馆,31.527983096748265,120.291062,江苏省无锡市滨湖区金城西路500号,江苏省,无锡市,滨湖区,6e5289bf32d8650109b93a20,教育培训,图书馆
江南大学-图书馆,31.48427994741467,120.279678,江苏省无锡市滨湖区蠡湖大道1800号江南大学,江苏省,无锡市,滨湖区,061581500df246795fbe8662,教育培训,图书馆
册之丘,31.48432990838954,120.312438,江苏省无锡市滨湖区立信大道与吴都路交叉口,江苏省,无锡市,滨湖区,c34836026014abeeb817e794,教育培训,图书馆
无锡商业职业技术学院九龙校区-图书馆,31.563300308199498,120.179207,钱胡路809号,江苏省,无锡市,滨湖区,0dc3d82db089691274e5b6bd,教育培训,图书馆
无锡职业技术学院-图书馆,31.497934292276483,120.27826,高浪西路1600号无锡职业技术学院,江苏省,无锡市,滨湖区,5ce2637d8c573c2fae31e542,教育培训,图书馆
无锡市图书馆(标准分馆),31.53993848268179,120.275884,江苏省无锡市滨湖区中南西路500号无锡市标准化研究中心内,江苏省,无锡市,滨湖区,722e0135d80a9b0d3717dc39,教育培训,图书馆
无锡市图书馆(万科社区分馆),31.499826612136758,120.291903,无锡市滨湖区生达路无锡翰锦酒店南侧约170米,江苏省,无锡市,滨湖区,7c40bbf18214f7469de3215d,教育培训,图书馆
幼儿公益图书馆,31.564632028818995,120.279604,无锡市滨湖区甜爱路中城誉品,江苏省,无锡市,滨湖区,ca4c1f92c6b4d91f2f473350,教育培训,图书馆
南泉图书馆,31.435456602381574,120.269911,南苑宾馆旁,江苏省,无锡市,滨湖区,a2cbaf96c91b8d37d22dd684,教育培训,图书馆
资料室,31.548031418710718,120.290742,湖滨路651号锦绣大厦6层,江苏省,无锡市,滨湖区,ca1b7c0607cd7c1ce81e97ac,教育培训,图书馆
无锡市佛学图书馆,31.426525188637424,120.10217,无锡市滨湖区马山镇古竹路灵山胜境内,江苏省,无锡市,滨湖区,120b73eb6d4a3a784c3a598e,教育培训,图书馆
无锡山水丽景酒店-书吧,31.51079024605353,120.25094,山水东路19号无锡山水丽景酒店,江苏省,无锡市,滨湖区,b1bdf3f812ef85970a1cc70d,教育培训,图书馆
善生阅读馆(三号馆),31.495103277160176,120.303153,无锡市滨湖区南蒋路与信成道交叉路口往北约110米,江苏省,无锡市,滨湖区,4b735957c1daebe44e6d46d1,教育培训,其他
宜兴市尔园文艺图书馆,31.364844337499218,119.821198,江苏省无锡市宜兴市宜兴徐悲鸿纪念馆(世纪大桥东150米),江苏省,无锡市,宜兴市,408fabe73a44a0cb1f38941f,教育培训,图书馆
无锡工艺职业技术学院-图书馆,31.342012784861968,119.841267,宜城街道荆邑南路99号,江苏省,无锡市,宜兴市,b6166d580821896800ec0102,教育培训,图书馆
图书馆,31.353377873610352,119.821316,无锡市宜兴市教育西路宜兴市实验中学(北校区),江苏省,无锡市,宜兴市,0ef8558e183d7e580f0a7059,教育培训,图书馆
能力风暴机器人活动中心(图书馆店),31.35972190648022,119.860543,江苏省无锡市宜兴市东汣大道文化中心商业街9-10号,江苏省,无锡市,宜兴市,b5c154b4b303f28f8e772797,教育培训,培训机构
无锡市图书馆,31.5494601504089,120.31234,无锡市梁溪区钟书路1号,江苏省,无锡市,梁溪区,cf05fffca02052a8a7c7566b,教育培训,图书馆
江阴市图书馆,31.922578096281946,120.304232,江苏省无锡市江阴市澄江中路128号天华文化中心,江苏省,无锡市,江阴市,0226d4bfbe19de6d43ab9af7,教育培训,图书馆
新吴区图书馆,31.55155184431978,120.381743,江苏省无锡市新吴区行创四路111号民生大厦5楼,江苏省,无锡市,新吴区,c5a27e7d136988fb4557262c,教育培训,图书馆
梁溪区图书馆,31.587433229708267,120.324744,江苏省无锡市梁溪区人民东路328号,江苏省,无锡市,梁溪区,4a926d1b0fa1e07482a12e73,教育培训,图书馆
惠山区图书馆,31.67932455986905,120.303537,江苏省无锡市惠山区政和大道187号,江苏省,无锡市,惠山区,48eb005824ada2ad2fe67b3f,教育培训,图书馆
无锡市滨湖区图书馆,31.527983096748265,120.291062,江苏省无锡市滨湖区金城西路500号,江苏省,无锡市,滨湖区,6e5289bf32d8650109b93a20,教育培训,图书馆
梁溪区文化馆图书馆分馆,31.607658523184867,120.29691,江苏省无锡市梁溪区民丰路200号锋尚文创中心A幢3楼,江苏省,无锡市,梁溪区,8e89b83302489158fa42b29e,教育培训,图书馆
无锡图书馆24小时自助图书馆,31.549878976575013,120.312072,钟书路1号图书馆一楼,江苏省,无锡市,梁溪区,01cf25893ae15525b320a8a2,教育培训,图书馆
江南大学-图书馆,31.48427994741467,120.279678,江苏省无锡市滨湖区蠡湖大道1800号江南大学,江苏省,无锡市,滨湖区,061581500df246795fbe8662,教育培训,图书馆
无锡市图书馆(标准分馆),31.53993848268179,120.275884,江苏省无锡市滨湖区中南西路500号无锡市标准化研究中心内,江苏省,无锡市,滨湖区,722e0135d80a9b0d3717dc39,教育培训,图书馆
无锡图书中心(物产大酒店东北),31.57669580348722,120.302279,江苏省无锡市梁溪区人民中路185号,江苏省,无锡市,梁溪区,f4460918703eab73b11e3650,教育培训,图书馆
无锡高新区(新吴区)图书馆软件园分馆,31.490213325579717,120.378335,江苏省无锡市新吴区震泽路18号无锡国家软件园水瓶座2楼,江苏省,无锡市,新吴区,44e000400361dff9100daa54,教育培训,图书馆
洛社图书馆,31.646481058176228,120.194041,无锡市惠山区人民中路144号,江苏省,无锡市,惠山区,f3afcffa79f4527de215f9e2,教育培训,图书馆
册之丘,31.48432990838954,120.312438,江苏省无锡市滨湖区立信大道与吴都路交叉口,江苏省,无锡市,滨湖区,c34836026014abeeb817e794,教育培训,图书馆
无锡新区图书馆创业中心分馆,31.48170233199468,120.382142,江苏省无锡市新吴区新安街道清源路东南大学530大厦C幢(喜士多超市对面),江苏省,无锡市,新吴区,de72e7d7f444e3ab5abbbcdf,教育培训,图书馆
图书馆,31.57332213935221,120.503225,无锡市锡山区德安街与厚乐路交叉路口往南约100米,江苏省,无锡市,锡山区,2f7d68da49fe085c4f3a59a7,教育培训,图书馆
鸿山图书馆,31.495717285769153,120.486875,新吴区鸿运街113正西方向57米,江苏省,无锡市,新吴区,6bce7ac6a63390f130169b70,教育培训,图书馆
江阴少儿图书馆,31.922713935969302,120.305776,澄江中路128号天华文化中心,江苏省,无锡市,江阴市,cf3f28d0220fa6eed72ce2d0,教育培训,图书馆
无锡市图书馆分馆(乐都汇店),31.590559779580207,120.319933,无锡市梁溪区广瑞路399号乐都汇F2,江苏省,无锡市,梁溪区,c091d3d11af67c3a1df74d3a,教育培训,图书馆
无锡市图书馆(万科社区分馆),31.499826612136758,120.291903,无锡市滨湖区生达路无锡翰锦酒店南侧约170米,江苏省,无锡市,滨湖区,7c40bbf18214f7469de3215d,教育培训,图书馆
长安街道图书馆,31.67931837740512,120.327886,江苏省无锡市惠山区智慧路2号梦享城商业广场3楼,江苏省,无锡市,惠山区,68c71af9e6463fbe132935b4,教育培训,图书馆
无锡图书馆(上马墩分馆),31.582326429200386,120.332224,上马墩塔影二村56-1号二楼,江苏省,无锡市,梁溪区,e401ca69ab914adc30621267,教育培训,图书馆
瞿秋白图书馆,31.56393137468249,120.352592,无锡市新吴区叙丰路无锡市江溪小学,江苏省,无锡市,新吴区,aa71a2571222b4f1fbdc8576,教育培训,图书馆
图书馆,31.474181297998364,120.457186,江苏省无锡市新吴区薛典路硕放文化中心三楼,江苏省,无锡市,新吴区,3a496725a62b4c0014c8f634,教育培训,图书馆
南书房24小时图书馆(梁溪店),31.56311095368001,120.318311,江苏省无锡市梁溪区南长街206号,江苏省,无锡市,梁溪区,1575d8d61dadf47cbd4842b6,教育培训,图书馆
东南大学无锡分校图书馆,31.484109526674477,120.382396,无锡市新吴区硅谷大道东南大学(无锡分校),江苏省,无锡市,新吴区,06629b6d702e6fe94207c1c9,教育培训,图书馆
新吴区图书馆少儿分馆,31.56583551356706,120.374761,江苏省无锡市新吴区江溪路青少年活动中心2楼,江苏省,无锡市,新吴区,a9d85741c6346e0a03ff2d71,教育培训,图书馆
安吉尔公益图书馆,31.549810490224054,120.43073,无锡市新吴区泰伯大道香梅人家,江苏省,无锡市,新吴区,8835b4868c91e164c16c1415,教育培训,图书馆
无锡商业职业技术学院九龙校区-图书馆,31.563300308199498,120.179207,钱胡路809号,江苏省,无锡市,滨湖区,0dc3d82db089691274e5b6bd,教育培训,图书馆
江阴长江世纪图书馆,31.90850844181591,120.246865,无锡市江阴市通惠路五星公园(文富北路)西侧约70米,江苏省,无锡市,江阴市,44a24df8ae18348b6b49f307,教育培训,图书馆
吴韵书香24小时自助图书驿站,31.47798261502396,120.394417,无锡市新吴区清源路新安花苑-二区西北侧约70米,江苏省,无锡市,新吴区,e5cbc97b2afed1452b201a64,教育培训,图书馆
江阴市图书馆南闸分馆,31.851382055760865,120.261018,江苏省无锡市江阴市白玉路259-1,江苏省,无锡市,江阴市,6c3e60dfa1540e217069d3dc,教育培训,图书馆
善生阅读馆(二号馆),31.56736036953687,120.300998,江苏省无锡市梁溪区西水东城21-1-5,江苏省,无锡市,梁溪区,7aa341da1f860700a2a9346e,教育培训,图书馆
远望图书馆,31.922148005101562,120.276249,无锡市江阴市虹桥北路江阴市虹桥小学东北侧约80米,江苏省,无锡市,江阴市,f40a0c1df7cf861621026224,教育培训,图书馆
无锡职业技术学院-图书馆,31.497934292276483,120.27826,高浪西路1600号无锡职业技术学院,江苏省,无锡市,滨湖区,5ce2637d8c573c2fae31e542,教育培训,图书馆
无锡市梁溪区图书馆-自助图书馆,31.587401751403064,120.324887,江苏省无锡市梁溪区人民东路无锡市民信息资源管理中心,江苏省,无锡市,梁溪区,839f1b7c30b45316f7b916b8,教育培训,图书馆
北七房图书馆,31.718054387127502,120.241543,江苏省无锡市惠山区北洲路,江苏省,无锡市,惠山区,78dc620661a8285b86420e38,教育培训,图书馆
江溪街道万裕苑第一社区-乐购爱心图书室,31.56417485193061,120.388529,江苏省无锡市新吴区万裕苑(新光路南90米),江苏省,无锡市,新吴区,25b7790ba7f8e4d16240a975,教育培训,图书馆
云亭街道图书馆,31.866124383705753,120.346159,无锡市江阴市云台路云亭镇人民政府西北侧约200米,江苏省,无锡市,江阴市,8f15d07aa593db064afc8d41,教育培训,图书馆
鸿山镇图书馆,31.483968664295084,120.501702,无锡市新吴区后宅中路双象大酒店东侧约140米,江苏省,无锡市,新吴区,f00e57d1809e65ddb64f54d0,教育培训,图书馆
幼儿公益图书馆,31.564632028818995,120.279604,无锡市滨湖区甜爱路中城誉品,江苏省,无锡市,滨湖区,ca4c1f92c6b4d91f2f473350,教育培训,图书馆
无锡惠山寺佛教图书馆,31.581802540859798,120.275903,无锡市梁溪区惠山直街1号惠山寺内,江苏省,无锡市,梁溪区,9fcc8e70772f8dc76fa3cc6e,教育培训,图书馆
南泉图书馆,31.435456602381574,120.269911,南苑宾馆旁,江苏省,无锡市,滨湖区,a2cbaf96c91b8d37d22dd684,教育培训,图书馆
江阴图书馆少年宫分部,31.89272926136913,120.295892,江苏省无锡市江阴市绮山路弘扬·鹦鹉之城2层,江苏省,无锡市,江阴市,ae18bd246731cc723913fd38,教育培训,图书馆
宜兴市尔园文艺图书馆,31.364844337499218,119.821198,江苏省无锡市宜兴市宜兴徐悲鸿纪念馆(世纪大桥东150米),江苏省,无锡市,宜兴市,408fabe73a44a0cb1f38941f,教育培训,图书馆
24小时自助图书馆,31.79875106305167,120.233608,江苏省无锡市江阴市月城镇民生公园东(水秀路北),江苏省,无锡市,江阴市,543e604530962be4d12dd61f,教育培训,图书馆
江阴市月城镇图书馆,31.803461293957472,120.230638,无锡市江阴市周月线江阴市月城中学东侧约150米,江苏省,无锡市,江阴市,b48532dd8017e01943ab9a61,教育培训,图书馆
南长区图书馆古运河分馆,31.557835154073352,120.323804,无锡市梁溪区南长街N1955南下塘文化创意园南侧约80米,江苏省,无锡市,梁溪区,0c91666ba64dedf68f1a89ec,教育培训,图书馆
木子书香阅读馆,31.550021005380685,120.299648,无锡市梁溪区阳光横街无锡市江南中学(阳光校区)北侧约60米,江苏省,无锡市,梁溪区,8cc041ea99591b185e17c332,教育培训,图书馆
资料室,31.548031418710718,120.290742,湖滨路651号锦绣大厦6层,江苏省,无锡市,滨湖区,ca1b7c0607cd7c1ce81e97ac,教育培训,图书馆
江苏信息职业技术学院-图书馆,31.570947396143666,120.174997,江苏省无锡市惠山区钱藕路1号,江苏省,无锡市,惠山区,e9e0e357ac4e91e2eb1e9770,教育培训,图书馆
