name,longitude,latitude,address,cityname,type
肇庆市图书馆(大旺分馆),112.80460399235693,23.300556200323566,高新技术产业开发区农场路8号,肇庆市,科教文化服务;图书馆;图书馆
四会市图书馆贞山街道分馆,112.66345113186756,23.33485992899527,,肇庆市,科教文化服务;图书馆;图书馆
城中街道图书室,112.67254598821616,23.358485934730616,济广路西50米,肇庆市,科教文化服务;图书馆;图书馆
四会市图书馆下茆镇分馆,112.65203929531236,23.42446124961382,,肇庆市,科教文化服务;图书馆;图书馆
德庆县图书馆高村村服务点,111.98006977609661,23.156003094432755,,肇庆市,科教文化服务;图书馆;图书馆
德庆县图书馆上垌村服务点,111.94204581871415,23.13238449301561,,肇庆市,科教文化服务;图书馆;图书馆
德庆图书馆,111.75841750747568,23.135946015866413,德城镇朝阳中路55-1号,肇庆市,科教文化服务;图书馆;图书馆
广宁县图书馆,112.41551939789149,23.626535914634353,南街镇车背洞强信路20号,肇庆市,科教文化服务;图书馆;图书馆
广宁县图书馆木格分馆,112.16084978749744,23.52005877749354,木格街,肇庆市,科教文化服务;图书馆;图书馆
怀集县图书馆坳仔分馆,112.28771193449191,23.78701838236181,,肇庆市,科教文化服务;图书馆;图书馆
封开县图书馆罗董镇分馆,111.61725354174332,23.3714144903944,,肇庆市,科教文化服务;图书馆;图书馆
封开县图书馆渔滂镇分馆,111.73767638396417,23.496897551638966,,肇庆市,科教文化服务;图书馆;图书馆
封开县图书馆江口镇分馆,111.49877348002104,23.38640808377301,,肇庆市,科教文化服务;图书馆;图书馆
封开县图书馆,111.49734530425505,23.415565473459836,江口街道府前路封开文化中心五楼,肇庆市,科教文化服务;图书馆;图书馆
惠州慈云图书馆,114.4034480010358,23.111711833237422,三新南路15号,惠州市,科教文化服务;图书馆;图书馆
惠州少儿图书馆,114.39433913397906,23.09248234556186,中山北路中山公园2号,惠州市,科教文化服务;图书馆;图书馆
惠州市中级人民法院图书馆,114.40522902898616,23.12441186157093,惠州大道(江北段)41号,惠州市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆(下角南泽裕园馆),114.38336628177832,23.103525548967415,下角禾塘街38号南泽裕园5号楼07铺,惠州市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆,114.416910771749,23.104584078042365,菊香三路与菊香二路交叉口西50米路北,惠州市,购物服务;专卖店;书店|科教文化服务;图书馆;图书馆
魔豆双语阅读馆,114.42549307507149,23.086895469555703,大道东平段荷兰水乡海燕绿岛商城B1栋1层89号,惠州市,科教文化服务;图书馆;图书馆
惠城区图书馆,114.36992388292005,23.07620772050251,,惠州市,科教文化服务;图书馆;图书馆
惠州经济职业技术学院图书馆,114.46052885879786,23.072905487317495,河南岸街道,惠州市,科教文化服务;图书馆;图书馆
惠州学院-叶竹君图书馆,114.40721716191922,23.0335671080589,演达大道46惠州学院,惠州市,科教文化服务;图书馆;图书馆
仲恺图书馆(高新区店),114.325920538392,23.020422877525007,和畅七路36号,惠州市,科教文化服务;图书馆;图书馆
汝湖镇公共图书馆,114.44731399227011,23.173742000647053,兴湖一路1号附近,惠州市,科教文化服务;图书馆;图书馆
24小时自助图书馆,114.3254935009879,23.020741176311326,下罗路骏涛华府,惠州市,科教文化服务;图书馆;图书馆
缚娄书房24小时图书馆,114.29618783445035,23.17083250792683,商业东街,惠州市,科教文化服务;图书馆;图书馆
博罗县博物馆,114.27677003446247,23.18043121694821,罗阳一路301号广东流动图书馆博罗分馆3层,惠州市,科教文化服务;图书馆;图书馆|科教文化服务;博物馆;博物馆
惠东图书馆(暂停营业),114.69587265846938,22.974101214957116,平山街道文新路6号,惠州市,科教文化服务;图书馆;图书馆
惠州市惠阳区图书馆,114.4429945797577,22.7854064357404,淡水金惠大道7号,惠州市,科教文化服务;图书馆;图书馆
星空图书馆,114.47698645128246,22.76919266212252,惠州星河丹堤花园,惠州市,科教文化服务;图书馆;图书馆
24小时自助图书馆,114.69582163010247,22.974152068374764,平山镇平山街道侨胜南路6号西北方向20米,惠州市,科教文化服务;图书馆;图书馆
精灵童书馆,114.48427655345243,22.749424499766697,龙海二路3号55号商铺,惠州市,科教文化服务;图书馆;图书馆
龙门县图书馆平陵街道分馆,114.33438076606768,23.655580116205197,,惠州市,科教文化服务;图书馆;图书馆
刘屋村社区图书阅览室,113.95124291698905,23.117081207053783,兴园三路43附近,惠州市,科教文化服务;图书馆;图书馆
博罗县图书馆福田流动图书室,113.95818919256045,23.212686812306032,福新路北100米,惠州市,科教文化服务;图书馆;图书馆
石湾镇黄西村农家书屋,113.88342618694551,23.192733797828808,济广高速(黄西学校南侧约50米),惠州市,科教文化服务;图书馆;图书馆
曣月共享图书室,113.84721894990699,23.11339803322698,石湾大桥附近,惠州市,科教文化服务;图书馆;图书馆
石湾镇图书馆,113.8827855553271,23.139481655219534,石湾镇,惠州市,科教文化服务;图书馆;图书馆
广东省流动图书馆(龙门分馆),114.24612203642955,23.72349587284686,文化路8-1号,惠州市,科教文化服务;图书馆;图书馆
深圳图书馆,114.04564287636667,22.54269450323652,福中一路2001号,深圳市,科教文化服务;图书馆;图书馆
福田区图书馆,114.03394886048287,22.547993661785515,景田路70号图书馆大厦,深圳市,科教文化服务;图书馆;图书馆
深圳捐赠换书中心,114.0454184496977,22.542920033226903,福中一路2001号深圳图书馆2层大厅,深圳市,科教文化服务;图书馆;图书馆
紫荆社区图书馆,114.03537904676931,22.543341519557544,景田东路香蜜三村香怡阁首层,深圳市,科教文化服务;图书馆;图书馆
莲花北社区图书馆,114.03913347325492,22.554665210069324,莲花北村53栋1层,深圳市,科教文化服务;图书馆;图书馆
皇岗社区图书馆(皇岗一街)(暂停营业),114.04997515588018,22.522207924021043,皇岗广场市场北楼1层,深圳市,科教文化服务;图书馆;图书馆
景田社区图书馆,114.03496687037573,22.55247129899364,回雁路25号附近,深圳市,科教文化服务;图书馆;图书馆
景华社区图书室,114.03562907434379,22.549790521224423,景田路安通花园4栋108,深圳市,科教文化服务;图书馆;图书馆
福山社区图书馆,114.05796814825145,22.529126935800182,福华新村福源大厦2栋B1层,深圳市,科教文化服务;图书馆;图书馆
福田区少儿英语主题图书馆,114.03365630455639,22.548037658614103,景田路70西门,深圳市,科教文化服务;图书馆;图书馆
福安社区图书馆,114.04183900448943,22.52846308625072,福华三路星河国际M层C2架空层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(003市民中心服务点),114.04825645523768,22.540800455379877,市民中心B区小礼堂,深圳市,科教文化服务;图书馆;图书馆
彩虹社区图书馆,114.05415841378513,22.55869366564537,彩云路1号,深圳市,科教文化服务;图书馆;图书馆
福田社区图书馆,114.06808683715275,22.531310957908776,福祥路89号环庆文化广场室内活动中心,深圳市,科教文化服务;图书馆;图书馆
自助自助图书馆(041深圳图书馆北门2号机服务点),114.04553074205121,22.543520657912943,福中路2001号深圳图书馆北门1号机,深圳市,科教文化服务;图书馆;图书馆
福田区图书馆狮岭社区分馆,114.0288666036999,22.54693755048162,机场小区7栋1层,深圳市,科教文化服务;图书馆;图书馆
新洲社区图书馆,114.03519522768387,22.520384019656323,新洲二街中心村68号B座综合楼2楼,深圳市,科教文化服务;图书馆;图书馆
梅富图书馆,114.03182097017773,22.553445677785078,景田北一街布尾村68-1号2层,深圳市,科教文化服务;图书馆;图书馆
福田街道图书馆,114.07226272730713,22.533824984294395,福华路19号2层,深圳市,科教文化服务;图书馆;图书馆
声音图书馆,114.08575655537653,22.53527741787459,向东围村38栋一楼,深圳市,科教文化服务;图书馆;图书馆
华航社区图书馆,114.07072433950788,22.542042565910517,振华路海外装饰大院3号楼1层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(005彩田村7栋服务点),114.05088409401291,22.55735477721779,彩田村7栋,深圳市,科教文化服务;图书馆;图书馆
深圳少年儿童图书馆,114.08777501501457,22.545096579865334,红荔路1011号,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(128皇岗上围服务点),114.0500741815348,22.52271621695032,皇岗村皇岗二街海极鲜美食坊西侧,深圳市,科教文化服务;图书馆;图书馆
深圳图书馆南书房,114.04585380449264,22.543416697732884,福中一路2001号,深圳市,科教文化服务;图书馆;图书馆
福强社区图书馆,114.0811746846665,22.54017018264705,燕南路宝树台C座4楼,深圳市,科教文化服务;图书馆;图书馆
福田区儿童图书馆(香蜜分馆),114.00907201073223,22.543113608176576,香蜜公园,深圳市,科教文化服务;图书馆;图书馆
下沙图书馆,114.01358192664287,22.523345545412845,下沙大道下沙博物馆2层,深圳市,科教文化服务;图书馆;图书馆
福田区图书馆(南园街道分馆),114.07411661393459,22.529127368547282,滨河大道3001-27(南苑街道文体中心2层),深圳市,科教文化服务;图书馆;图书馆
滨河社区图书馆,114.07202969923762,22.5270116201098,滨河大道3099号汇港名苑北3栋4层,深圳市,科教文化服务;图书馆;图书馆
新港社区图书馆,114.03556486921029,22.513780099011733,福强路福田花园高发佳苑1层,深圳市,科教文化服务;图书馆;图书馆
上沙社区图书馆,114.01813130000092,22.5243361092288,滨河大道上沙农贸市场二楼,深圳市,科教文化服务;图书馆;图书馆
下梅社区图书馆,114.0293475971457,22.558007203328035,梅华路363号附近,深圳市,科教文化服务;图书馆;图书馆
金地社区图书馆,114.02275918279209,22.515962435244166,沙嘴路金海湾花园1栋空架层,深圳市,科教文化服务;图书馆;图书馆
福田区图书馆园岭街道分馆,114.08542144426508,22.549451098636386,园岭西路6号,深圳市,科教文化服务;图书馆;图书馆
莲花二村社区图书馆,114.05984908290685,22.548243723367733,莲花二村3栋底层,深圳市,科教文化服务;图书馆;图书馆
深圳市福田区福保街道图书馆,114.04048724983727,22.505368658012046,海虹道33号红树绿洲2楼,深圳市,科教文化服务;图书馆;图书馆
梅林街道梅河社区图书馆,114.0329948908793,22.56197507581542,梅星路梅林二村,深圳市,科教文化服务;图书馆;图书馆
水围图书馆,114.05217832106311,22.519342391478016,金田路1029号水围文化楼,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(022北大医院服务点),114.03853569454712,22.553016967043515,莲花路1120号北大深圳医院外科住院部1层,深圳市,科教文化服务;图书馆;图书馆
福田区图书馆孖岭社区图书馆,114.05204039936596,22.57092140724353,凯丰路30号汇龙花园会馆2层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(008梅林一村87栋服务点),114.02486664446498,22.564491163315278,梅林一村87栋,深圳市,科教文化服务;图书馆;图书馆
沙嘴社区图书馆,114.02556449883517,22.515126228822798,沙嘴中心街72-1号2层,深圳市,科教文化服务;图书馆;图书馆
金碧社区图书馆,114.0138915873298,22.519950053593668,福荣路68号金域蓝湾裙楼,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(006益田村112栋服务点),114.04106623433672,22.512327508798055,益田村112栋,深圳市,科教文化服务;图书馆;图书馆
竹园社区图书馆,114.00549489286263,22.533855924275496,竹园小区18,深圳市,科教文化服务;图书馆;图书馆
罗湖图书馆,114.0876855782991,22.572622328936607,金湖路银湖半山5栋,深圳市,科教文化服务;图书馆;图书馆
深圳市福田区图书馆梅林街道分馆,114.04701379560012,22.56252968564577,中康路29-3号,深圳市,科教文化服务;图书馆;图书馆
文化创意园图书馆,114.03330645137348,22.515457095034815,文化创意园A座,深圳市,科教文化服务;图书馆;图书馆
鹏盛社区图书馆,114.0890578318666,22.55367572568128,鹏盛年华裙楼A栋4楼,深圳市,科教文化服务;图书馆;图书馆
益田社区图书馆,114.03857439287621,22.51194728284813,福强路益田中心广场西楼,深圳市,科教文化服务;图书馆;图书馆
上沙社康图书馆,114.01813933728216,22.52456123081863,上沙街道椰树村农贸综合市场2层,深圳市,科教文化服务;图书馆;图书馆
玉田社区图书馆,114.08508210672015,22.53434275456243,东园路152号国企大厦裙楼第1层C1-1009号,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(007益田村116栋服务点),114.0382806355651,22.51307010507457,益田村116栋,深圳市,科教文化服务;图书馆;图书馆
福田区沙头街道翠湾社区图书馆,114.03136729348532,22.512555227310102,金地十路6金地海景花园会所,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(014天安数码城服务点),114.02122604183634,22.532184014862995,天安数码时代大厦B座1楼,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(149园岭长城二花园服务点),114.07641044258659,22.549492998958957,园岭长城二花园5栋东侧,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(080园岭长城花园服务点),114.07872203078726,22.551632564505738,长城花园1栋D座架空层,深圳市,科教文化服务;图书馆;图书馆
竹林社区图书馆,113.9981872154804,22.534029680546777,紫竹四道8号,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(012渔民村服务点),114.10139470201582,22.5298388913745,渔民村路39号渔丰大厦,深圳市,科教文化服务;图书馆;图书馆
福田区影像主题图书馆,114.07424024820588,22.540040587626756,振华路华强电子世界(二店)3层Q3L002,深圳市,科教文化服务;图书馆;图书馆
夜间青年之家,114.03324172660926,22.515381189226602,福强路4001号文化创意园A座,深圳市,科教文化服务;图书馆;图书馆
南山区图书馆华侨城分馆,113.97143394160393,22.53696222639951,鹃山东街2号体育文化中心2层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(052福田豪园居服务点),114.04562823405469,22.511457087791705,福强路豪园居2栋架空层,深圳市,科教文化服务;图书馆;图书馆
城市街区自助图书馆,114.04378905944999,22.59805416662317,五和大道与梅坂大道交叉口南100米溪山美地小区西门口,深圳市,科教文化服务;图书馆;图书馆
悠图书馆渔村社区,114.09982418345793,22.52914752798365,渔民村38号幸福万象1层东侧,深圳市,科教文化服务;图书馆;图书馆
福保社区图书馆,114.03848667749561,22.506316392613048,桂花路17自由港湾公寓C栋,深圳市,科教文化服务;图书馆;图书馆
龙岗图书馆(南坑自助分馆),114.05243403757446,22.602170996700384,坂田街道星河银湖谷花园首层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(030龙悦居服务点),114.01899548977771,22.600052177199338,致远南路龙悦居1期A栋底商,深圳市,科教文化服务;图书馆;图书馆
桃源之光书馆,113.98555957767005,22.586125949927187,留仙大道宝能城3层,深圳市,科教文化服务;图书馆;图书馆
罗湖区图书馆过渡馆,114.08766356733766,22.572542746491163,银湖半山5栋,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(176深港影视创意园服务点),114.09175668401234,22.531497008636716,深港影视创意园1层,深圳市,科教文化服务;图书馆;图书馆
南方科技大学琳恩图书馆,113.98714663390335,22.591820705245603,光兴路1088号,深圳市,科教文化服务;图书馆;图书馆
罗湖图书馆文锦社区分馆,114.11843506660666,22.53658809634872,新安路4-9号4层,深圳市,科教文化服务;图书馆;图书馆
白石龙党群服务中心图书馆,114.02694676629997,22.59931906919018,民治街道白石龙社区党群服务中心,深圳市,科教文化服务;图书馆;图书馆
乐读社区木头龙图书室,114.11795848739739,22.54867520668472,文锦中路2014号合正荣悦府1栋B座2层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(084书香门第服务点),114.03608981371102,22.595688859080166,金龙路书香门第2期1栋B座大堂外,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(139罗湖金融中心大厦服务点),114.09437834274898,22.536221110256704,金融中心大厦西侧空地工商银行深圳分行门口,深圳市,科教文化服务;图书馆;图书馆
城市街区24小时自助图书馆,114.0032513149179,22.54919750440501,香蜜湖街道农园路侨香村,深圳市,科教文化服务;图书馆;图书馆
宝安区图书馆民治樟坑分馆,114.02489202392378,22.612468182213178,民治樟坑二区5-1号,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(177地铁集团服务点),113.99648915185556,22.528207456350465,深圳地铁竹子林车辆段运营综合楼A栋平台下方,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(082丰泽湖山庄服务点),114.04407236928367,22.589285401544505,丰泽湖山庄1期会所门口,深圳市,科教文化服务;图书馆;图书馆
悠·图书馆(新秀社区店),114.13265457290322,22.545666989378237,沿河北路1004号新湖村一栋5楼,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(170红岗花园服务点),114.09740072414249,22.56832538054897,红岗花园15栋首层,深圳市,科教文化服务;图书馆;图书馆
长城社区图书馆,114.08040403523447,22.55030301114463,百花三路百花公寓5栋一楼,深圳市,科教文化服务;图书馆;图书馆
深圳市福田区华强北街道通新岭社区图书馆,114.08530147524611,22.543343595241335,上步中路通新岭3栋103室,深圳市,科教文化服务;图书馆;图书馆
罗湖区图书馆黄贝街道分馆,114.1211555378379,22.543438133314865,凤凰路193-3海珑华苑海天阁6层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(011桃源村教师2栋服务点),113.97281802839466,22.55277015231462,桃源村教师公寓2栋,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(121金丽珠宝中心服务点),114.11620192367224,22.561840590174032,贝丽南路48号金丽珠宝中心物业管理处旁,深圳市,科教文化服务;图书馆;图书馆
知全卓众自习室,114.09534216138056,22.618045209388622,布吉街道上水径综合4楼437,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(194深圳北站服务点),114.01817262653753,22.60861517099969,3层公交车场站下客区,深圳市,科教文化服务;图书馆;图书馆
乐读社区松泉社区图书室,114.11729430568488,22.57359207216962,东晓街道太白路松泉公寓16栋119,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(039坂田第五园服务点),114.05781376820173,22.613381311646783,坂田第五园一期北门商业街拱桥西侧,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(112碧水龙庭服务点),114.0345761582853,22.613481527049906,民丰路与民康路交叉口东50米,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(010桃源村99栋服务点),113.96803978622005,22.556772298048553,桃源村99栋,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(073深圳市人民医院服务点),114.1157848101569,22.552726327021894,市人民医院7号楼1层,深圳市,科教文化服务;图书馆;图书馆
龙岗区图书馆(坂田分馆),114.06690464963945,22.627701410345466,发达路山海大厦西侧约50米,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(226罗湖田贝花园服务点),114.11008541884993,22.559736585502527,洪湖东路田贝花园C座楼下,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(040华侨城服务点),113.96532218509407,22.543992210261614,华侨城波托菲诺销售中心旁,深圳市,科教文化服务;图书馆;图书馆
南山图书馆(桃源分馆),113.94898240364034,22.579955689780256,西丽学苑大道桃源文化中心3楼,深圳市,科教文化服务;图书馆;图书馆
公益图书馆,114.11769100672242,22.548849194786225,文锦中路2014号附近,深圳市,科教文化服务;图书馆;图书馆
深圳大学-图书馆北馆,113.92403128030284,22.530750723782802,南海大道3688号深圳大学内,深圳市,科教文化服务;图书馆;图书馆
南湖街道·新南社区图书馆,114.11847928449025,22.538972013993796,春风路2010-1号,深圳市,科教文化服务;图书馆;图书馆
龙岗图书馆(微谷分馆),114.05017024069282,22.63816193802844,冲之大道与贝尔路交叉口西南100米,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(059华侨城生态广场服务点),113.97439684470633,22.536223306786745,暨南大学深圳旅游学院内,深圳市,科教文化服务;图书馆;图书馆
龙华区图书馆(水斗新围分馆),114.03890582447413,22.634329852196874,Y156与吉华路交叉路口往北约170米(水斗新围村),深圳市,科教文化服务;图书馆;图书馆
自助图书馆(236龙华创业花园服务点),114.0154231550983,22.61273697702724,创业花园青年文化广场旁,深圳市,科教文化服务;图书馆;图书馆
乐读社区翠鹏图书室,114.13115970091977,22.575713406538345,东湖路彩世界花园4栋彩悦阁1楼,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(173红村社区服务点),114.09633514831012,22.544206285609018,红岭中路深圳六支队家属大院楼下,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(075信义荔山公馆服务点),114.11361926654389,22.5882877114724,信义荔山公馆荔丰馆3号楼架空层,深圳市,科教文化服务;图书馆;图书馆
龙岗图书馆布吉分馆,114.12197475825909,22.616024519278277,东西干道3号石芽岭信义体育公园内,深圳市,科教文化服务;图书馆;图书馆
乐读社区阳光明居图书室,114.12329971361667,22.57966850435876,金稻田路1048号阳光明居逸明轩C座1层,深圳市,科教文化服务;图书馆;图书馆
南山图书馆,113.91109873309729,22.53207353456209,常兴路176号,深圳市,科教文化服务;图书馆;图书馆
悠·图书馆,114.10471778439124,22.554066843105513,北站路1号中贸大厦一层北站社区,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(171罗湖新秀村服务点),114.13354189005254,22.542838694519038,新秀村新秀党群服务中心门口,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(153深圳红山国际服务中心服务点),114.01537141547708,22.618310405778136,腾龙路红山6979二期8栋25座百思生活(龙华店)旁,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(172布心花园服务点),114.12766562086561,22.57137487935015,布心路与爱国路高架桥交叉路口往西北约100米,深圳市,科教文化服务;图书馆;图书馆
南方科技大学-涵泳图书馆,113.98569743159615,22.598110758872814,南方科技大学学生宿舍7栋,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(165中科大厦服务点),113.94107674146815,22.535645865864183,高新南一道9号中科大厦裙楼1层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(168东乐社区服务点),114.12921774927723,22.56805888908258,东乐社区活动广场旁,深圳市,科教文化服务;图书馆;图书馆
悠·图书馆(鹏兴社区),114.1568394122191,22.55761646344565,鹏兴花园6期57栋首层,深圳市,科教文化服务;图书馆;图书馆
龙华区宝安区民治办事处图书馆,114.02400458802961,22.61755065659123,民田路29号,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(162国家高技术产业创新中心服务点),113.93805441513341,22.53116828801639,高新南七道11号,深圳市,科教文化服务;图书馆;图书馆
南山图书馆(蛇口育才分馆),113.91029137962961,22.490546309993153,育才路7号,深圳市,科教文化服务;图书馆;图书馆
深圳大学-图书馆(南馆),113.92450985050169,22.528861772613702,南山大道3688号,深圳市,科教文化服务;图书馆;图书馆
罗湖桥社区图书室,114.10678844602425,22.533180500916,联华大厦2层,深圳市,科教文化服务;图书馆;图书馆
深圳大学丽湖校区-图书馆,113.98195789758552,22.592523644480202,西丽笃学路1066号,深圳市,科教文化服务;图书馆;图书馆
城市街区自助图书馆(万科红生活广场),114.11579630029087,22.59502222109186,布吉锦龙路89号万科红生活广场北区F1层,深圳市,科教文化服务;图书馆;图书馆
宝安图书馆(新安兴东分馆),113.90573023007592,22.579171700023007,兴东社区留仙二路2巷18号2层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(089坂田四季花城6期服务点),114.04549415315242,22.61825188183011,四季花城6期翠柏苑东架空层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(042香港大学深圳医院服务点),113.98450347986224,22.522196010125523,香港大学深圳医院门诊医技楼1层,深圳市,科教文化服务;图书馆;图书馆
光华社区锦绣图书室,113.98276454356328,22.53091001067043,深南大道9002锦绣花园(侨城东路)附近,深圳市,科教文化服务;图书馆;图书馆
翠竹苑图书馆,114.04592684862726,22.62146567055996,四季花城3期,深圳市,科教文化服务;图书馆;图书馆
安安旗舰店,114.01816246980546,22.62108918096473,茂南第一中学,深圳市,科教文化服务;图书馆;图书馆
乐读社区泰和图书室,114.12609918894616,22.580146255373723,东晓路4005号泰和花园1栋4单元1层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(228龙岗翠枫学校服务点),114.09307970591233,22.60594938466968,布吉街道翠枫学校门口,深圳市,科教文化服务;图书馆;图书馆
罗湖区图书馆(弘法寺分馆),114.16985967261901,22.575070835987983,莲塘仙湖路160号仙湖植物园内,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(160南山南油社区公园服务点),113.91571519294216,22.504720725194936,登良路蔚蓝海岸3期32栋,深圳市,科教文化服务;图书馆;图书馆
罗湖图书馆(百仕达社区分馆),114.12232319629996,22.568455338096722,太安路217号附近,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(044宝安春华四季园服务点),114.04184597956822,22.619338464596446,春华四季园小区内,深圳市,科教文化服务;图书馆;图书馆
洪湖公园荷美空间,114.10926708043061,22.566537989422248,洪湖公园荷仙岛,深圳市,科教文化服务;图书馆;图书馆
壹蓓子儿童阅读馆,114.0201947904167,22.631702522838218,牛栏前工业区28栋二楼2003A,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(154南山宝珠花园服务点),113.94744673652477,22.56866070176284,宝珠花园东门,深圳市,科教文化服务;图书馆;图书馆
湖贝图书室,114.11714680507473,22.544197378382393,,深圳市,科教文化服务;图书馆;图书馆
宝安区图书馆,113.87137707508522,22.5454120015082,宝兴路1号,深圳市,科教文化服务;图书馆;图书馆
大浪·羊台山文化名人图书馆,113.97398099447437,22.666286026235795,大浪羊台山公园,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(048罗湖黄贝新天地服务点),114.12242879178207,22.541004894480317,新天地D座架空层,深圳市,科教文化服务;图书馆;图书馆
宝安图书馆新安中洲分馆,113.89523615671435,22.5692904061078,公园路中洲华府2期9栋3层,深圳市,科教文化服务;图书馆;图书馆
大浪图书馆,113.98309117185829,22.670203702923164,大浪街道华旺路龙飞培训二楼,深圳市,科教文化服务;图书馆;图书馆
城市街区24小时自助图书馆,114.0386531022812,22.660911125980228,龙华镇油松二路2号,深圳市,科教文化服务;图书馆;图书馆
深圳市科技图书馆(分馆),113.92766491155861,22.521363056421333,学府路软件产业基地5栋A座科园路与海天一路交汇处三楼,深圳市,科教文化服务;图书馆;图书馆
南山图书馆百旺信分馆,113.92671065267079,22.62787620379632,松旺五路百旺工业区综合楼附楼3层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(101鼎泰风华服务点)(暂停营业),113.90129526941473,22.516058068767947,创业路与前海路交叉口西100米,深圳市,科教文化服务;图书馆;图书馆
怡景社区读书阅览室,114.12863864567036,22.549983986668714,黄贝路景贝小学西北侧约30米,深圳市,科教文化服务;图书馆;图书馆
灯塔图书馆,114.23021667999711,22.548556875704275,海景二路1019号,深圳市,科教文化服务;图书馆;图书馆
深圳美术馆新馆深圳第二图书馆(建设中),114.01211379545244,22.62136120256842,民治街道,深圳市,科教文化服务;图书馆;图书馆
曼西公益图书馆,114.05577599747066,22.612103344944956,雅园路7之附近,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(205布吉万科红服务点),114.11588443388382,22.595004377360326,布吉锦龙路89号万科红生活广场北区F1层,深圳市,科教文化服务;图书馆;图书馆
宿舍图书馆,114.11713056136654,22.628245274119006,南湾街道布澜路联创科技园六栋,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(137中国丝绸文化产业创意园服务点),114.13643746706397,22.601361794690174,龙岗中丝园文化产业园园区广场,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(065南山科兴科学园服务点),113.93247816947732,22.54473022134134,高新中二道科兴科学园C2栋1层大堂,深圳市,科教文化服务;图书馆;图书馆
横岗图书馆,114.1863015545597,22.63830298988395,龙岗大道横岗段3244号,深圳市,科教文化服务;图书馆;图书馆
甲岸阅读中心,113.89276409444234,22.55838515456167,新安街道7区宝民一路甲岸村紫岸阁二楼,深圳市,科教文化服务;图书馆;图书馆
悠图书馆(罗湖区委党校Ulibrary),114.14450505028965,22.54561927273475,罗湖区委党校1层大厅左侧(延芳路538号，进大门到1层大堂),深圳市,科教文化服务;图书馆;图书馆
自助图书馆(231布吉中海怡翠山庄服务点),114.09785110049638,22.620605095731083,中海怡翠山庄20栋超市门口,深圳市,科教文化服务;图书馆;图书馆
电子阅览室,113.91106783635271,22.53210202484109,常兴路176号南山图书馆5楼,深圳市,科教文化服务;图书馆;图书馆
盐田区图书馆,114.22552408062529,22.552199525700015,深盐路2128号盐田图书馆负一层,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(087金地上塘道服务点),114.00965973711989,22.630368947693416,金地上塘道会所门口,深圳市,科教文化服务;图书馆;图书馆
自助图书馆(138龙华锦绣江南服务点),114.01735867902131,22.632605103311892,锦绣江南2期6栋架空层,深圳市,科教文化服务;图书馆;图书馆
