name,longitude,latitude,address,cityname,type
洛阳市少年儿童图书馆,112.41793632321101,34.611769191783054,洛阳会展中心B区3层,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑(太康路城市书房),112.4513429766251,34.61933161478724,太康路广利街西南角,洛阳市,科教文化服务;图书馆;图书馆|购物服务;购物相关场所;购物相关场所
悠贝亲子图书馆(宝龙馆),112.45253681640789,34.61217557549524,宝龙广场3层B区新诺少儿英语店内,洛阳市,科教文化服务;图书馆;图书馆
洛龙区图书馆,112.450030288153,34.61634438250546,定鼎门社区服务大楼B座4楼,洛阳市,科教文化服务;图书馆;图书馆
河南科技大学图书馆开元校区分馆,112.40824572104846,34.603079508501594,明德路附近,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑(关林城市书房),112.46087896215995,34.60266231783063,龙门大道与关林路交叉口西北角,洛阳市,科教文化服务;图书馆;图书馆
洛阳理工学院图书馆,112.4093325255612,34.60869230059926,学子街8号,洛阳市,科教文化服务;图书馆;图书馆
河洛文化文献馆,112.43730959788111,34.64152663890315,洛宜公路与聂泰路交汇处洛龙文化双创产业园隋唐文旅小镇16号,洛阳市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆双溪布洛馆,112.41082639027407,34.62423899838141,滨河南路与凝碧南街交叉口蕃茄田艺术中心内,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑(洛浦公园城市书房),112.407546006488,34.633044217549056,滨河北路洛阳·美景嘉园东南侧约180米,洛阳市,科教文化服务;图书馆;图书馆
洛阳市西工区图书馆,112.42946535076594,34.6627426182736,洛阳市西工区凯旋西路13号,洛阳市,科教文化服务;图书馆;图书馆
洛阳市少年儿童图书馆友好分馆,112.41523740233028,34.622844796507415,英才路36号洛阳万基公寓,洛阳市,科教文化服务;图书馆;图书馆
河南推拿职业学院图书馆,112.41359956587672,34.61412550204161,学府街10号(河南推拿职业学院),洛阳市,科教文化服务;图书馆;图书馆
洛阳市少年儿童图书馆高新分馆,112.39435036147074,34.624012328324326,创业路与鸿都路交叉口鸿都路2号2楼A210室,洛阳市,科教文化服务;图书馆;图书馆
洛阳市少年儿童图书馆远恒分馆,112.45845232507781,34.64598900742909,龙门大道219附近,洛阳市,科教文化服务;图书馆;图书馆
云集图书馆,112.40858302050147,34.65787912083821,中州中路涧东路南4号1 2楼(近中州路),洛阳市,科教文化服务;图书馆;图书馆
洛阳市少年儿童图书馆,112.39933798771476,34.656272242491525,畅元大厦4-5楼,洛阳市,科教文化服务;图书馆;图书馆
洛阳市科技图书馆,112.40830500442866,34.60293762122356,开元大道263号,洛阳市,科教文化服务;图书馆;图书馆
洛阳市图书馆,112.46622762740941,34.65111113362068,安乐镇龙门大道71号,洛阳市,科教文化服务;图书馆;图书馆
洛阳市涧西区图书馆,112.38987617029325,34.662183242863954,嵩山路31附近,洛阳市,科教文化服务;图书馆;图书馆
洛龙区图书馆煤田社区基层服务点,112.46186713267117,34.57664991992521,,洛阳市,科教文化服务;图书馆;图书馆
西工区图书馆洛北街道分馆,112.43425075226475,34.6561193408583,御博路8-1,洛阳市,科教文化服务;图书馆;图书馆
西岗村党群服务中心图书阅览室,112.4637851270039,34.64693608152915,新西街13号附近,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑(西小屯城市书房),112.41367360875445,34.6631274322264,王城大道137号,洛阳市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆(开元名郡馆),112.38584350788163,34.595281628827344,宇文凯街与洛宜路交叉口东南10米,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑(洛浦苑城市书房),112.4244474876224,34.654963741958284,九都路67号华美大厦大厅内,洛阳市,科教文化服务;图书馆;图书馆
24H自助图书馆,112.4293928274209,34.663174330618325,凯旋西路西工区凯旋路小学西侧约80米,洛阳市,科教文化服务;图书馆;图书馆
洛阳市少年儿童图书馆(华林分馆),112.4794145535681,34.675138241060615,九都东路洛阳市第三十六中学西南侧约230米,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑(华夏城市书房),112.35314321885143,34.60806349106532,华夏路吕沟社区党群服务中心对面51中隔壁,洛阳市,科教文化服务;图书馆;图书馆
爱能幸福家庭公益图书馆,112.47523066012118,34.67762315050357,,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑涧河公园城市书房,112.39647964717757,34.67386221805803,,洛阳市,科教文化服务;图书馆;图书馆
洛阳市涧西区24小时自助图书馆,112.38720109959766,34.642352308297376,新疆路牡丹新村南侧,洛阳市,科教文化服务;图书馆;图书馆
涧西区图书馆天津路街道分馆,112.38020566837513,34.67000090267771,,洛阳市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆(升龙广场馆),112.40504389898047,34.67037774634463,升龙广场A区真爱幼全日制早教内,洛阳市,科教文化服务;图书馆;图书馆
涧西区少年儿童图书馆,112.35941785557223,34.66254660843498,郑州路与景华路交叉口向南100米路西(洛阳市第五十九中学北隔壁),洛阳市,科教文化服务;图书馆;图书馆
沃德英语公益图书馆,112.37373392378515,34.650169511693704,联盟路朋瑞园小区1号楼商铺,洛阳市,科教文化服务;图书馆;图书馆
洛阳市图书馆,112.4296015344354,34.663062934788414,凯旋西路13号,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑北航城市书房,112.35899788175101,34.63667847055861,九都路与龙鳞路交叉口 洛阳北航科技园,洛阳市,科教文化服务;图书馆;图书馆
洛阳市工人文化宫图书馆,112.37435038126564,34.65799834685193,景华路69号附近,洛阳市,科教文化服务;图书馆;图书馆
河南林业职业学院图书馆,112.49091950136744,34.684188418026494,启明南路与中州东路交叉口,洛阳市,科教文化服务;图书馆;图书馆
洛阳市少年儿童图书馆(诸葛分馆),112.51376339829022,34.579996422056176,惠民巷与福民巷交叉口北200米,洛阳市,科教文化服务;图书馆;图书馆
洛阳浮法玻璃集团有限责任公司工会图书馆,112.44008816681,34.67207403024169,道南路21号(洛玻家属院),洛阳市,科教文化服务;图书馆;图书馆
洛阳市少年儿童图书馆瀍河分馆,112.46849904685892,34.68885563113609,机床巷北关市场(环城北路店)北侧约250米,洛阳市,科教文化服务;图书馆;图书馆
洛阳市少年儿童图书馆(孙旗屯小学分馆),112.37238985422528,34.64385726169459,涧西区高新区孙旗屯村孙旗屯小学,洛阳市,科教文化服务;图书馆;图书馆
工会图书馆,112.35091193201339,34.66190843640838,共青路与汉口路交叉口北100米,洛阳市,科教文化服务;图书馆;图书馆
洛阳市涧西区24小时自助图书馆,112.37218883713035,34.660060577795775,景华路大张购物广场(景华路店),洛阳市,科教文化服务;图书馆;图书馆
老城区图书馆,112.42907030399483,34.70067652166303,邙山街道魏紫路北京住总鼎城西100米,洛阳市,科教文化服务;图书馆;图书馆
洛阳职业技术学院图书馆,112.59256936082377,34.593101599331895,科技大道6号,洛阳市,科教文化服务;图书馆;图书馆
洛阳市涧西区24小时自助图书馆,112.35209564180774,34.66622716812741,汉口路14号附近,洛阳市,科教文化服务;图书馆;图书馆
中国民航飞行学院洛阳分院图书馆,112.37427305420196,34.729979011051256,麻屯镇中国民航飞行学院洛阳分院飞行讲评室,洛阳市,科教文化服务;图书馆;图书馆
洛阳师范学院伊滨校区图书馆(装修中),112.59205905873044,34.6246203851218,伊滨区吉庆路6号洛阳师范学院月明湖南,洛阳市,科教文化服务;图书馆;图书馆
图书阅览室,112.25646158678994,34.549080591393164,,洛阳市,科教文化服务;图书馆;图书馆
孟津图书馆,112.43168293529456,34.81953220429586,桂花大道323-325,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑南府店城市书房,112.42605612890746,34.41139163046356,人民东路201号,洛阳市,科教文化服务;图书馆;图书馆
城市书房,112.40707110252157,34.41023016988095,,洛阳市,科教文化服务;图书馆;图书馆
农家书屋,112.4567509298753,34.83365242090016,,洛阳市,科教文化服务;图书馆;图书馆
偃师市图书馆,112.77094113957546,34.72092862941158,新新路5,洛阳市,科教文化服务;图书馆;图书馆
孟津县白鹤镇赵岭村党建书屋,112.46302824911172,34.87370977322131,,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑（伊川县普惠金融广场城市书房）,112.43445111609721,34.42113020852194,商都东路南150米,洛阳市,购物服务;专卖店;书店|科教文化服务;图书馆;图书馆
杏园图书馆,112.75142375931756,34.73012450399189,,洛阳市,科教文化服务;图书馆;图书馆
24小时自助图书馆,112.76640642926642,34.72436104492762,,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑(智慧政务中心2楼城市书房),112.43663719130542,34.42327770546637,伊川智慧政务服务中心2层办税大厅内,洛阳市,科教文化服务;图书馆;图书馆
电子阅览室全国文化信息资源共享工程新安县支中心,112.12112523407374,34.72048776932129,世纪广场17-19博物馆附近,洛阳市,科教文化服务;图书馆;图书馆
城市书房,112.76637624851385,34.72436554362736,民主路80号附近,洛阳市,科教文化服务;图书馆;图书馆
宜阳县图书馆(暂停营业),112.16124003298248,34.53219652191778,香鹿山镇金海丽湾酒店,洛阳市,科教文化服务;图书馆;图书馆
河洛书苑(水晶城城市书房),112.17706068195872,34.51311390396099,文明东路,洛阳市,科教文化服务;图书馆;图书馆
伊川县图书馆(暂停营业),112.4090150107113,34.4169227415886,人民中路406号,洛阳市,科教文化服务;图书馆;图书馆
偃师市图书馆山化镇分馆,112.85027490540602,34.71054479902316,,洛阳市,科教文化服务;图书馆;图书馆
平等乡文化服务中心图书阅览室,112.35616485385194,34.37110575091605,大莘路286号附近,洛阳市,政府机构及社会团体;社会团体;慈善机构|科教文化服务;图书馆;图书馆
吉利区图书馆吉利乡分馆,112.58186646818147,34.890990601088824,吉利西路与河阳路交叉口南200米,洛阳市,科教文化服务;图书馆;图书馆
新安县图书馆,112.12098249756585,34.72052504417972,世纪广场5全国文化信息资源共享工程新安县支中心图书馆附近,洛阳市,科教文化服务;图书馆;图书馆
宜阳县图书馆韩城镇分馆,111.91687813000209,34.486972357304666,,洛阳市,科教文化服务;图书馆;图书馆
天鹅书苑,111.20070754986673,34.776756276751705,,三门峡市,科教文化服务;图书馆;图书馆
湖滨区总工会职工书屋,111.19390558418024,34.776035170526065,建设西路17附近,三门峡市,科教文化服务;图书馆;图书馆
三门峡湖滨区公共图书馆,111.19389451851974,34.776040313399946,公共图书馆(新世纪百货东北),三门峡市,科教文化服务;图书馆;图书馆
三门峡职业技术学院图书馆,111.15232011265596,34.78516465881899,湖滨区经济开发区崤山西路40号,三门峡市,科教文化服务;图书馆;图书馆
三门峡市陕州区图书馆,111.09386089305521,34.71344006563133,高阳路南段,三门峡市,科教文化服务;图书馆;图书馆
风信子图书馆,111.09133456842733,34.71810840175031,大营镇温塘府后路锦绣花园小区对面,三门峡市,科教文化服务;图书馆;图书馆
图书馆,110.88289566839676,34.52376818268495,鼎湖路灵宝同德酒店西侧约50米,三门峡市,科教文化服务;图书馆;图书馆
五龙村阅览室,110.86287906416807,34.53945944483428,,三门峡市,科教文化服务;图书馆;图书馆
灵宝市图书馆尹庄镇分馆,110.8879161323619,34.50621874597734,,三门峡市,科教文化服务;图书馆;图书馆
东方电气河南电站辅机制造有限公司工会图书阅览室,110.87343676368262,34.48528300018027,,三门峡市,科教文化服务;图书馆;图书馆
西伦教育·图书馆,110.88038867007774,34.512057331396925,金城大道18号(宝地大厦东),三门峡市,科教文化服务;图书馆;图书馆
灵宝市图书馆西阎乡分馆,110.72724872375983,34.56946406958067,,三门峡市,科教文化服务;图书馆;图书馆
卢氏县杜关镇文化馆分馆,111.00290872306944,34.24281392778958,,三门峡市,科教文化服务;图书馆;图书馆
渑池博物馆文化馆图书馆,111.74521374390558,34.763196443114296,会盟路,三门峡市,科教文化服务;博物馆;博物馆|科教文化服务;图书馆;图书馆
卢氏县图书馆徐家湾乡分馆,110.7571608768593,33.984989516840955,,三门峡市,科教文化服务;图书馆;图书馆
卢氏县图书馆官坡镇分馆,110.73250218189894,33.87849031322716,,三门峡市,科教文化服务;图书馆;图书馆
漯河大学图书馆,113.99521260038081,33.562494409300676,大学路与太行山路交叉口东行200米,漯河市,科教文化服务;图书馆;图书馆
漯河市图书馆,113.96217108027288,33.56224267674528,阴阳赵镇九龙山路与月湾湖东路交叉口,漯河市,科教文化服务;图书馆;图书馆
漯河市郾城区图书馆,113.98645773760016,33.57942898582609,龙塔街道黄河路1029号,漯河市,科教文化服务;图书馆;图书馆
漯河医学高等专科学校图书馆,114.0020374626005,33.56065302756262,大学路148漯河医专院内,漯河市,科教文化服务;图书馆;图书馆
社区图书馆,113.98587715743105,33.57932606910335,黄河西路1041号附近,漯河市,科教文化服务;图书馆;图书馆
馨博图书馆,114.01294778634171,33.58964215249029,泰山路32附近,漯河市,科教文化服务;图书馆;图书馆
图书馆,113.9624590036432,33.562478743442774,九龙山路与004乡道交叉口东北200米,漯河市,科教文化服务;图书馆;图书馆
漯河市委党校-图书馆,114.05206786000795,33.59103673875652,金山路858号,漯河市,科教文化服务;图书馆;图书馆
临颍县图书馆城关办老城社区分馆,113.94002989461704,33.811363370243825,,漯河市,科教文化服务;图书馆;图书馆
舞阳县图书馆,113.59593726864227,33.43572805009429,舞泉镇北京路图书馆(舞阳县政府西北),漯河市,科教文化服务;图书馆;图书馆
舞阳县图书馆孟寨分馆,113.60289354324767,33.52020126498183,,漯河市,科教文化服务;图书馆;图书馆
龙堂村图书馆,113.86932826572439,33.82369219703063,龙泉大道与香港街交叉路口往东北约90米,漯河市,科教文化服务;图书馆;图书馆
香柏树·杏子妈咪少儿图书馆,113.9184307506693,33.818584181867834,城关镇新区步行街,漯河市,科教文化服务;图书馆;图书馆
许昌图书馆(暂停营业),113.84074509124265,34.02789008669096,赵湾路,许昌市,科教文化服务;图书馆;图书馆
许昌市图书馆馆外借阅点,113.83634011135943,34.01175176354786,,许昌市,科教文化服务;图书馆;图书馆
智慧阅读空间(东城区魏文路站),113.84595408077675,34.0152459040186,魏文路怡景花城东南侧约60米,许昌市,科教文化服务;图书馆;图书馆
许昌图书馆智慧阅读空间(铜雀台站),113.85882986618448,34.008088264174255,新兴路紫云路交叉口路南铜雀台公园,许昌市,科教文化服务;图书馆;图书馆
许昌职业技术学院-图书馆,113.87148694414216,34.01240282860063,建安区许昌职业技术学院,许昌市,科教文化服务;图书馆;图书馆
建安区图书馆桂村乡分馆,113.68260048583439,34.10742219619646,,许昌市,科教文化服务;图书馆;图书馆
建安区图书馆五女店镇分馆,114.02382238645458,34.06684559230441,,许昌市,科教文化服务;图书馆;图书馆
建安区图书馆艾庄乡分馆,113.64159258874588,34.14119972663252,,许昌市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆(婴智贝佳早教馆),113.45830918101203,34.15361521860183,颍河大街403号婴智贝佳早教中心3层,许昌市,科教文化服务;图书馆;图书馆
长葛市图书馆(暂停营业),113.76946725442409,34.22603295100754,铁东北路729号,许昌市,科教文化服务;图书馆;图书馆
禹州市图书馆(府东路)(暂停营业),113.47567880325978,34.133869324850835,府东路12号,许昌市,科教文化服务;图书馆;图书馆
三都钧台书房,113.49322705917808,34.154342946934335,森林植物园南门,许昌市,科教文化服务;图书馆;图书馆
职工书屋,113.46858427573788,33.8446902374451,北大街230号,许昌市,科教文化服务;图书馆;图书馆
南坞镇24小时智慧图书馆,114.25071208742446,33.890637788922426,南坞镇政府西侧约80米,许昌市,科教文化服务;图书馆;图书馆
鄢陵县24小时智慧图书馆,114.1785239092001,34.09819068902973,朱元街与西关街交叉口西北50米,许昌市,科教文化服务;图书馆;图书馆
新星绘画图书馆,113.48887315710273,33.85456704998177,日月潭路1059号附近,许昌市,科教文化服务;图书馆;图书馆
鄢陵县图书馆(暂停营业),114.15066215067607,34.09822018383912,安陵镇鄢陵县文化广场,许昌市,科教文化服务;图书馆;图书馆
襄城县图书馆(暂停营业),113.51389601329518,33.84239182627636,文博中心4层,许昌市,科教文化服务;图书馆;图书馆
禹州市公共图书馆(苌庄分馆),113.31706332709564,34.320581645998814,苌庄镇苌幸路,许昌市,科教文化服务;图书馆;图书馆
林辰少儿图书馆,112.53670262714871,32.99050081562516,新华东路654号附近,南阳市,科教文化服务;图书馆;图书馆
绿岛图书馆,112.50246940500796,32.96618502409556,躬耕路与中港路交叉路口往东北约260米,南阳市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆,112.49656709329929,32.960148106348406,汉江路 桂花城北门2楼5-205,南阳市,科教文化服务;图书馆;图书馆
宛运图书馆,112.5384210586858,32.99629690384801,北寨根街与进元街交叉口东南100米,南阳市,科教文化服务;图书馆;图书馆
南阳理工学院领创空间,112.5370873019209,32.96792336658537,长江路80号,南阳市,科教文化服务;学校;高等院校|科教文化服务;图书馆;图书馆
南阳理工学院图书馆,112.54259987184714,32.959731682331366,枣林街道长江路80号,南阳市,科教文化服务;图书馆;图书馆
悠贝(尚城德斯顿馆),112.54334707824526,33.013808448591675,范蠡东路与仲景北路交叉口尚城国际南门西边2层(万德龙向东50米)斯顿内,南阳市,科教文化服务;图书馆;图书馆
南阳师范学院东区图书馆,112.4827971961699,32.97223888925535,卧龙岗街道卧龙路1398号,南阳市,科教文化服务;图书馆;图书馆
马承英语公益图书室,112.5349698608954,32.97197617626142,兴隆路南阳市第三十二小学校西南侧约50米,南阳市,科教文化服务;图书馆;图书馆
南阳师范学院图书馆,112.47063303414022,32.97147944130394,卧龙岗街道1638号,南阳市,科教文化服务;图书馆;图书馆
大学生图书中心(东区店),112.48218195765646,32.97115866755652,卧龙路1480-4号附近,南阳市,科教文化服务;图书馆;图书馆
南阳医专-图书馆,112.48211287825976,32.96385223526745,卧龙路1439号,南阳市,科教文化服务;图书馆;图书馆
中共南阳医专委员会,112.48250308871378,32.96393528463811,北京南路附近,南阳市,科教文化服务;图书馆;图书馆
国家地理学习图书馆,112.55142726678973,33.01261598818772,范蠡东路玉龙苑,南阳市,科教文化服务;图书馆;图书馆
图书室,112.58590902459973,33.11588175634922,,南阳市,科教文化服务;图书馆;图书馆
镇平县公益图书馆,112.24327289901741,33.025659722073854,,南阳市,科教文化服务;图书馆;图书馆
今生金爱心公益图书馆,112.32151513144045,32.882159985640065,振兴路,南阳市,科教文化服务;图书馆;图书馆
镇平县图书馆,112.22217539262392,33.04350423562279,杏山大道明珠花园(杏山大道)东南侧约260米,南阳市,科教文化服务;图书馆;图书馆
南河店镇图书馆,112.4000422744708,33.35580987701523,,南阳市,科教文化服务;图书馆;图书馆
社旗县图书馆图书外借室,112.9215114456086,33.06056578003656,北京北路政和花苑东北侧约140米,南阳市,科教文化服务;图书馆;图书馆
社旗县图书馆,112.92154840593912,33.06066993897078,北京路与泰山路交汇处西南150米,南阳市,科教文化服务;图书馆;图书馆
社旗县爱心公益图书馆,112.92192930189785,33.0542318240729,建西巷赊店一小西侧约50米,南阳市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆,112.11736208825394,32.676068825892216,广亿不夜城中心广场西侧二楼,南阳市,科教文化服务;图书馆;图书馆
邓州市24小时自助图书馆,112.08603572159956,32.69316272425394,,南阳市,科教文化服务;图书馆;图书馆
云钢社区新时代文明实践站图书室,112.73539827254427,33.43525779682353,,南阳市,科教文化服务;图书馆;图书馆
青春图书馆,112.0850366128243,32.681921617122434,新华中路169附近,南阳市,科教文化服务;图书馆;图书馆
南河店镇图书馆,112.4000422744708,33.35580987701523,,南阳市,科教文化服务;图书馆;图书馆
邓州市图书馆,112.09348992191478,32.70203991202898,市府西街范仲淹公学东侧约250米,南阳市,科教文化服务;图书馆;图书馆
今生金爱心公益图书馆,112.08393249174603,32.68849104379792,文化路人民公园西侧约30米,南阳市,科教文化服务;图书馆;图书馆
财富家天下图书馆,112.10642054623221,32.6660376049404,北京大道财富家天下,南阳市,科教文化服务;图书馆;图书馆
雁归来图书室,112.98639675174068,33.25203001907247,劳动街33号附近,南阳市,科教文化服务;图书馆;图书馆
王坡小学-心安图书馆,112.40568292164086,32.519745602463146,溧河铺镇王坡村王坡小学附近,南阳市,科教文化服务;图书馆;图书馆
邓州市24小时自助图书馆,112.07294222512296,32.68344323969771,三贤路33附近,南阳市,科教文化服务;图书馆;图书馆
雪精灵英文有声图书馆,112.06682137233244,32.683071998662506,新华中路23-4号西北70米,南阳市,科教文化服务;图书馆;图书馆
云钢社区新时代文明实践站图书室,112.73539827254427,33.43525779682353,,南阳市,科教文化服务;图书馆;图书馆
淅川图书馆,111.46958036358477,33.129404216740966,渠首大道体育公园,南阳市,科教文化服务;图书馆;图书馆
平安社区小学-平安图书室,112.23449997880508,32.53836334673914,幸福大道邓州市小杨营乡平安小学,南阳市,科教文化服务;图书馆;图书馆
十林镇黄岗村图书阅览室,111.83225371829735,32.905154322032786,,南阳市,科教文化服务;图书馆;图书馆
印象图书馆,111.91105749122859,32.64557758940388,迎宾东路216号,南阳市,科教文化服务;图书馆;图书馆
邓州市图书馆都司镇分馆,112.00516083805913,32.49305950907459,,南阳市,科教文化服务;图书馆;图书馆
南阳职业学院-图书馆,111.47672321848009,33.34825324416457,南阳职业学院内,南阳市,科教文化服务;图书馆;图书馆
桐柏县图书馆,113.41737014494868,32.37250858716064,三源大道梅园天悦南侧约80米,南阳市,科教文化服务;图书馆;图书馆
寺湾镇青少年图书室,111.12570359431456,33.16416613208092,003县道南200米,南阳市,科教文化服务;图书馆;图书馆
图书馆,114.07531918341618,32.14225983370969,新五大道99,信阳市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆,114.07331992132987,32.15102338387794,新六大街(长虹·百花沁园北门)碧海名居小区,信阳市,科教文化服务;图书馆;图书馆
羊山新区图书馆,114.07528837672825,32.14170532836558,信阳市市政府对面,信阳市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆(台北城上城馆),114.09663785158297,32.10819679065124,行政路台北城上城北区68号楼114门面,信阳市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆,114.09776413248183,32.10787826634021,,信阳市,科教文化服务;图书馆;图书馆
信阳农林学院图书馆,114.1120614322938,32.15644800383905,新二十四大街,信阳市,科教文化服务;图书馆;图书馆
浉河区图书馆,114.09507544884211,32.08580954579533,浉河北路琵琶台广场2层,信阳市,科教文化服务;图书馆;图书馆
信阳市平桥区图书馆(暂停营业),114.1083283883384,32.1084444589884,平桥街道行政路2号,信阳市,科教文化服务;图书馆;图书馆
信阳师范学院图书馆,114.02671102090397,32.13400050483625,南湖路237号(信阳师范学院),信阳市,科教文化服务;图书馆;图书馆
信阳学院图书馆,114.0252380567882,32.13934462247654,长安路237号,信阳市,科教文化服务;图书馆;图书馆
图书馆,114.12392231568928,32.1572625799353,职业技术学院南大门正对面(信阳职业技术学院商业二区),信阳市,科教文化服务;图书馆;图书馆
悠贝亲子图书馆(世界城馆),114.11909756881995,32.082760564956466,世界城二期外国语小学正对面,信阳市,科教文化服务;图书馆;图书馆
平桥区平西办事处平西社区图书馆,114.1072919919827,32.1049221989045,阳光花园路38号附近,信阳市,科教文化服务;图书馆;图书馆
平桥办事处向阳路社区图书馆,114.11870008467703,32.10321470214564,平安大道与幸福路北段交叉口东北50米,信阳市,科教文化服务;图书馆;图书馆
平桥区公共图书馆,114.18471490921011,32.24485280343572,东方骄子幼儿园(信阳市洋河镇政府西北),信阳市,科教文化服务;图书馆;图书馆
甘岸办事处科普图书室,114.01204737045295,32.27749493265687,科教路平桥区甘岸街道中心学校西侧约80米,信阳市,科教文化服务;图书馆;图书馆
平桥区公共图书馆,114.03979558153236,32.3104281464501,008乡道南50米,信阳市,科教文化服务;图书馆;图书馆
平桥区公共图书馆,114.2672267974379,32.23941669122397,,信阳市,科教文化服务;图书馆;图书馆
胡店乡中心校图书馆,114.1252380189444,32.357419661663535,,信阳市,科教文化服务;图书馆;图书馆
罗山县图书馆,114.52022523873922,32.19984111456903,城关镇北隅西路1号(行政中路罗山县行政干部学校附近),信阳市,科教文化服务;图书馆;图书馆
平桥区公共图书馆,113.88485573386906,32.35150322530788,平昌关镇,信阳市,科教文化服务;图书馆;图书馆
罗山县铁铺镇图书馆,114.2688450623964,31.814941997788445,,信阳市,科教文化服务;图书馆;图书馆
平桥区长台关乡卢岗社区图书馆,114.02079908475376,32.31902606476297,107国道东200米,信阳市,科教文化服务;图书馆;图书馆
平桥区公共图书馆(005乡道店),114.28126776986913,32.32046515183243,望月大道147号附近,信阳市,科教文化服务;图书馆;图书馆
罗山县图书馆,114.5018079024181,32.194115043971024,府邸花园1号楼08旺铺东南方向180米,信阳市,科教文化服务;图书馆;图书馆
罗山县图书馆竹竿分馆,114.64428959865387,32.165568316969036,,信阳市,科教文化服务;图书馆;图书馆|科教文化服务;文化宫;文化宫
司马光城市书房(司马光广场店),114.90879590962022,32.00421082501204,司马光东路司马光广场,信阳市,科教文化服务;图书馆;图书馆
城市书房(南城广场店),114.89312892279172,31.99447658236156,南城广场,信阳市,科教文化服务;图书馆;图书馆
息县图书馆阅览室,114.73850363314237,32.33830942441586,息州大道29号附近,信阳市,科教文化服务;图书馆;图书馆
图书馆,115.03399099092145,32.12467672789711,,信阳市,科教文化服务;图书馆;图书馆
城市书房(盛湾公园店),114.9120662393582,31.979921272535726,紫水大街(官渡河风景区),信阳市,科教文化服务;图书馆;图书馆
商城县图书馆,115.38247908781473,31.8026591900547,黄柏山路文体广场,信阳市,科教文化服务;图书馆;图书馆
固始图书馆,115.64415362904165,32.16339167578695,蓼城大道与陈元光大道交叉口西南150米,信阳市,科教文化服务;图书馆;图书馆
大千爱阅绘本美学图书馆,115.67496348996383,32.192416660891844,王审知大道(固始北关小学西南侧约150米),信阳市,科教文化服务;图书馆;图书馆
长陵乡图书馆,115.09070239996763,32.37744107158576,S337长陵乡初级中学北侧约70米,信阳市,科教文化服务;图书馆;图书馆
子鸣教育图书馆,115.39613446924952,31.793177879892717,赤城路商城大厦西北侧约30米,信阳市,科教文化服务;图书馆;图书馆
固始县图书馆桃花坞路分馆,115.65750086493958,32.175064225304716,,信阳市,科教文化服务;图书馆;图书馆
东方时空(原来是七公子小画),112.55234890653782,35.08784967531181,天坛街道自家公馆园内,济源市,科教文化服务;图书馆;图书馆
梧桐树阅读馆,112.61393313004699,35.076662798729316,东环路宏达驾校对面往北100路北,济源市,科教文化服务;图书馆;图书馆
爱达阅读馆,112.5633356453873,35.06807871740815,玉川绿城一期北区1号商住楼102号商铺,济源市,科教文化服务;图书馆;图书馆
济源职业技术学院图书馆,112.58902463948843,35.070632232143815,济源大道88号,济源市,科教文化服务;图书馆;图书馆
济源市图书馆思礼分馆,112.49647853963455,35.094276136613686,卢仝大街,济源市,科教文化服务;图书馆;图书馆
济源市图书馆坡头分馆,112.51031473431523,34.91375378721239,西霞湖路,济源市,科教文化服务;图书馆;图书馆
宋庄图书馆,112.54493792433358,35.09349887580539,,济源市,科教文化服务;图书馆;图书馆
济源市图书馆(暂停营业),112.58913206342949,35.070631088971716,学苑大街中段2号,济源市,科教文化服务;图书馆;图书馆
济源市城市书房(济渎路书店),112.58984477792427,35.09814679203537,济渎大街北50米,济源市,购物服务;专卖店;书店|科教文化服务;图书馆;图书馆
职工书屋,112.59593108617965,35.03936216185588,科学路,济源市,科教文化服务;图书馆;图书馆
濮阳图书馆(暂停营业),115.01152537834369,35.7447933127662,开州南路98号,濮阳市,科教文化服务;图书馆;图书馆
知与行书馆,115.01303822176921,35.78492709624317,万达广场负一楼,濮阳市,科教文化服务;图书馆;图书馆
畅想图书馆,115.032064974585,35.7092870984061,中石化加油站东,濮阳市,科教文化服务;图书馆;图书馆
濮阳市图书馆(新馆),114.98010724041448,35.801291875245646,文岩街与商鞅路交叉口东300米路南,濮阳市,科教文化服务;图书馆;图书馆
濮阳市华龙区图书馆,115.06880226363351,35.76898317063702,中原东路393号,濮阳市,科教文化服务;图书馆;图书馆
濮阳图书馆,114.97997630020396,35.80299164361967,濮阳卫校新校区,濮阳市,科教文化服务;图书馆;图书馆
濮阳县图书馆,115.06028835814968,35.71466819735818,X010(铁丘路),濮阳市,科教文化服务;图书馆;图书馆
